distance,exact,compact,absolute_error,relative_error
1,1.0000141609320323,1.0000141614729952,5.409628300867553e-10,5.409551696573652e-10
2,0.13398589369918013,0.1339858942409719,5.417917781080916e-10,4.043647903147933e-09
3,0.04135218984825531,0.04135219037846419,5.302088768033286e-10,1.2821784741000812e-08
4,0.017962824200756962,0.01796282480599786,6.052408990653291e-10,3.369408353057444e-08
5,0.009411516916652766,0.009411517190587639,2.7393487304905317e-10,2.9106346561875908e-08
6,0.005552861891567901,0.005552863145877633,1.2543097316006224e-09,2.258852743132887e-07
7,0.003556713002426551,0.0035567123422196043,6.602069468376881e-10,1.8562277765657924e-07
8,0.002419825747572846,0.0024198273577831007,1.610210254628791e-09,6.654240522251975e-07
9,0.0017243751726926987,0.0017243755574313212,3.8473862247132007e-10,2.2311770000175272e-07
10,0.0012748290774781874,0.001274829161690701,8.421251369850058e-11,6.605788586583402e-08
11,0.0009712070047750417,0.0009712075889521702,5.841771285458597e-10,6.014960000017414e-07
12,0.0007586943181482267,0.0007586951074171805,7.892689537960379e-10,1.040299017557474e-06
13,0.0006054954750802575,0.0006054961122792643,6.371990067749814e-10,1.0523596508966835e-06
14,0.0004922881607395132,0.0004922886205629452,4.5982343204343384e-10,9.340534035039336e-07
15,0.0004068617642474256,0.00040686218409026866,4.198428430542307e-10,1.0319053790439519e-06
16,0.00034123859445101456,0.000341239077280029,4.828290144543064e-10,1.4149308498679138e-06
17,0.00029005494764883385,0.00029005550811350635,5.60464672502009e-10,1.9322706854170167e-06
18,0.0002496137635966285,0.0002496143634581246,5.998614960875739e-10,2.403158733894737e-06
19,0.00021731081282156824,0.00021731140838957127,5.955680030362513e-10,2.7406275615252807e-06
20,0.0001912764713396368,0.00019127703857118114,5.672315443413546e-10,2.965506109395753e-06
21,0.00017014604404531238,0.00017014658094860013,5.369032877523047e-10,3.1555437610369564e-06
22,0.00015290898863881824,0.00015290950640047267,5.17761654432675e-10,3.3860772937009238e-06
23,0.00013880783992589152,0.00013880835274634264,5.128204511159386e-10,3.694463161372799e-06
24,0.00012726918529471805,0.00012726970378393386,5.184892158086214e-10,4.0739572160217155e-06
25,0.0001178557600769738,0.00011785628895518831,5.288782145112777e-10,4.48750416751678e-06
26,0.00011023274302264676,0.00011023328186941104,5.388467642870659e-10,4.888264135605902e-06
27,0.00010414378620788702,0.00010414433159713994,5.453892529109529e-10,5.236887122792636e-06
28,9.939384928851067e-05,9.93943970294516e-05,5.477409409284512e-10,5.510813242965596e-06
29,9.583688998736182e-05,9.583743676909452e-05,5.467817326974865e-10,5.705336773444877e-06
30,9.33671046760578e-05,9.33676488911052e-05,5.442150474027369e-10,5.828766451427624e-06
31,9.191284299733472e-05,9.191338481025514e-05,5.418129204163733e-10,5.894855416800509e-06
32,9.143261748144545e-05,9.143315833921357e-05,5.408577681179734e-10,5.915370061758654e-06
33,9.191284299733472e-05,9.191338481025514e-05,5.418129204163733e-10,5.894855416800509e-06
34,9.33671046760578e-05,9.33676488911052e-05,5.442150474027369e-10,5.828766451427624e-06
35,9.583688998736182e-05,9.583743676909452e-05,5.467817326974865e-10,5.705336773444877e-06
36,9.939384928851067e-05,9.93943970294516e-05,5.477409409284512e-10,5.510813242965596e-06
37,0.00010414378620788702,0.00010414433159713994,5.453892529109529e-10,5.236887122792636e-06
38,0.00011023274302264676,0.00011023328186941104,5.388467642870659e-10,4.888264135605902e-06
39,0.0001178557600769738,0.00011785628895518831,5.288782145112777e-10,4.48750416751678e-06
40,0.00012726918529471805,0.00012726970378393386,5.184892158086214e-10,4.0739572160217155e-06
41,0.00013880783992589152,0.00013880835274634264,5.128204511159386e-10,3.694463161372799e-06
42,0.00015290898863881824,0.00015290950640047267,5.17761654432675e-10,3.3860772937009238e-06
43,0.00017014604404531238,0.00017014658094860013,5.369032877523047e-10,3.1555437610369564e-06
44,0.0001912764713396368,0.00019127703857118114,5.672315443413546e-10,2.965506109395753e-06
45,0.00021731081282156824,0.00021731140838957127,5.955680030362513e-10,2.7406275615252807e-06
46,0.0002496137635966285,0.0002496143634581246,5.998614960875739e-10,2.403158733894737e-06
47,0.00029005494764883385,0.00029005550811350635,5.60464672502009e-10,1.9322706854170167e-06
48,0.00034123859445101456,0.000341239077280029,4.828290144543064e-10,1.4149308498679138e-06
49,0.0004068617642474256,0.00040686218409026866,4.198428430542307e-10,1.0319053790439519e-06
50,0.0004922881607395132,0.0004922886205629452,4.5982343204343384e-10,9.340534035039336e-07
51,0.0006054954750802575,0.0006054961122792643,6.371990067749814e-10,1.0523596508966835e-06
52,0.0007586943181482267,0.0007586951074171805,7.892689537960379e-10,1.040299017557474e-06
53,0.0009712070047750417,0.0009712075889521702,5.841771285458597e-10,6.014960000017414e-07
54,0.0012748290774781874,0.001274829161690701,8.421251369850058e-11,6.605788586583402e-08
55,0.0017243751726926987,0.0017243755574313212,3.8473862247132007e-10,2.2311770000175272e-07
56,0.002419825747572846,0.0024198273577831007,1.610210254628791e-09,6.654240522251975e-07
57,0.003556713002426551,0.0035567123422196043,6.602069468376881e-10,1.8562277765657924e-07
58,0.005552861891567901,0.005552863145877633,1.2543097316006224e-09,2.258852743132887e-07
59,0.009411516916652766,0.009411517190587639,2.7393487304905317e-10,2.9106346561875908e-08
60,0.017962824200756962,0.01796282480599786,6.052408990653291e-10,3.369408353057444e-08
61,0.04135218984825531,0.04135219037846419,5.302088768033286e-10,1.2821784741000812e-08
62,0.13398589369918013,0.1339858942409719,5.417917781080916e-10,4.043647903147933e-09
63,1.0000141609320323,1.0000141614729952,5.409628300867553e-10,5.409551696573652e-10
