distance,exact,compact,absolute_error,relative_error
1,1.0001060737750296,1.0001060748578054,1.0827758689657685e-09,1.0826610270235547e-09
2,0.13407926080385624,0.13407926188986302,1.0860067845008814e-09,8.09973725981078e-09
3,0.04144802673824267,0.04144802781523328,1.0769906147456432e-09,2.5984122755642333e-08
4,0.018062218050045473,0.018062219203027315,1.1529818419453441e-09,6.383390117153643e-08
5,0.009515660702860652,0.009515661522184778,8.19324125905796e-10,8.610270495032321e-08
6,0.005663094634590546,0.005663096427747044,1.7931564974191239e-09,3.1663897800089876e-07
7,0.003674568762503525,0.0036745686311747926,1.3132873261101352e-10,3.5739903400674907e-08
8,0.002547094932867564,0.0025470970615670344,2.128699470166362e-09,8.357362117515718e-07
9,0.00186318301261859,0.0018631839101776642,8.975590741564649e-10,4.817342515886297e-07
10,0.0014277380661170058,0.0014277386680911738,6.019741679956503e-10,4.2162787578594786e-07
11,0.0011413530488203541,0.0011413541699007703,1.1210804162168492e-09,9.82238070310972e-07
12,0.0009499707894878644,0.0009499721459883616,1.3565004972158207e-09,1.4279391663685988e-06
13,0.0008228062879018259,0.0008228075206688357,1.2327670097841276e-09,1.4982469481701587e-06
14,0.0007419019243361415,0.0007419029840210698,1.0596849283478482e-09,1.4283355974525352e-06
15,0.0006969167118962595,0.000696917692203775,9.803075155020297e-10,1.406635109717321e-06
16,0.0006824771889020291,0.000682478154560058,9.656580289086128e-10,1.4149308498679138e-06
17,0.0006969167118962595,0.000696917692203775,9.803075155020297e-10,1.406635109717321e-06
18,0.0007419019243361415,0.0007419029840210698,1.0596849283478482e-09,1.4283355974525352e-06
19,0.0008228062879018259,0.0008228075206688357,1.2327670097841276e-09,1.4982469481701587e-06
20,0.0009499707894878644,0.0009499721459883616,1.3565004972158207e-09,1.4279391663685988e-06
21,0.0011413530488203541,0.0011413541699007703,1.1210804162168492e-09,9.82238070310972e-07
22,0.0014277380661170058,0.0014277386680911738,6.019741679956503e-10,4.2162787578594786e-07
23,0.00186318301261859,0.0018631839101776642,8.975590741564649e-10,4.817342515886297e-07
24,0.002547094932867564,0.0025470970615670344,2.128699470166362e-09,8.357362117515718e-07
25,0.003674568762503525,0.0036745686311747926,1.3132873261101352e-10,3.5739903400674907e-08
26,0.005663094634590546,0.005663096427747044,1.7931564974191239e-09,3.1663897800089876e-07
27,0.009515660702860652,0.009515661522184778,8.19324125905796e-10,8.610270495032321e-08
28,0.018062218050045473,0.018062219203027315,1.1529818419453441e-09,6.383390117153643e-08
29,0.04144802673824267,0.04144802781523328,1.0769906147456432e-09,2.5984122755642333e-08
30,0.13407926080385624,0.13407926188986302,1.0860067845008814e-09,8.09973725981078e-09
31,1.0001060737750296,1.0001060748578054,1.0827758689657685e-09,1.0826610270235547e-09
