block,m2,Rp,C1
1,0.02070045690778643,-1.7698,7367.0042
2,0.0206235202152282,-1.7622,7323.4024
3,0.02122320210170001,-1.7434,7500.0474
4,0.02117897219657898,-1.7514,7472.831
5,0.021183346576429903,-1.7652,7417.6968
6,0.021348757205158473,-1.7704,7489.1652
7,0.020756216868758202,-1.776,7337.395
8,0.021979211795330047,-1.7526,7620.2652
9,0.0207541075354442,-1.7628,7436.134
10,0.020912938823737202,-1.779,7427.4124
11,0.020323788219690324,-1.7678,7350.4854
12,0.021765163727477194,-1.755,7573.52
13,0.0209507451813668,-1.7722,7405.0894
14,0.02126615746207535,-1.756,7444.2578
15,0.02114653997272253,-1.768,7410.1982
16,0.021653008782491087,-1.745,7502.2942
17,0.021072457926906644,-1.7562,7389.135
18,0.022074832240492104,-1.7424,7617.8366
19,0.022158642669022083,-1.736,7647.4922
20,0.021631142886728048,-1.7404,7520.444
