distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,0.9999999999999942,5.773159728050814e-15,5.773159728050814e-15
2,0.14865088937534013,0.14865088937697382,1.6336931807359178e-12,1.0990133914442176e-11
3,0.04874348196120343,0.04874348194429211,1.691131956693681e-11,3.4694525065724883e-10
4,0.02209708691207961,0.022097087012933767,1.0085415488858551e-10,4.564138037283661e-09
5,0.011962790249769765,0.011962789858202164,3.915676012600233e-10,3.273212963568925e-08
6,0.007245761944783737,0.007245762934481087,9.896973501150041e-10,1.365898241837068e-07
7,0.004742205719235527,0.004742204170031153,1.5492043741599515e-09,3.2668434603669887e-07
8,0.0032847516220848223,0.0032847528736799185,1.2515950962264932e-09,3.8103188314497564e-07
9,0.002375927033702164,0.0023759269729054715,6.079669233327589e-11,2.5588619292968198e-08
10,0.0017782794100389228,0.001778278848026792,5.620121308440307e-10,3.160426464318841e-07
11,0.001368264678315456,0.0013682646602768758,1.8038580178181274e-11,1.3183545891420319e-08
12,0.0010770889572940968,0.0010770892461600874,2.8886599058933204e-10,2.6819139555105274e-07
13,0.0008642826227200463,0.0008642827775850841,1.5486503778579935e-10,1.7918332928922303e-07
14,0.0007049330977651856,0.0007049330329496564,6.481552924583744e-11,9.194564626248774e-08
15,0.0005831080507453127,0.00058310790723308,1.4351223269655489e-10,2.4611602002942936e-07
16,0.00048828125,0.0004882811617197727,8.828022731235952e-11,1.807979055357123e-07
17,0.00041330005798268486,0.0004133000620990622,4.116377323639536e-12,9.959779206737955e-09
18,0.00035318366665074033,0.00035318372868676427,6.203602394153421e-11,1.756480545372473e-07
19,0.00030438804926809216,0.00030438811715667764,6.788858548673754e-11,2.2303301870745962e-07
20,0.00026434281586014104,0.000264342855030262,3.917012097705633e-11,1.481792529507612e-07
21,0.00023115161893187263,0.00023115162089719515,1.965322517357912e-12,8.502309118315766e-09
22,0.0002033937613324562,0.00020339373621143004,2.5121026163118024e-11,1.235093249593658e-07
23,0.00017999003066448938,0.0001799899954530375,3.521145189116191e-11,1.9563001217994045e-07
24,0.00016011023143812524,0.00016011020098922503,3.044890021001133e-11,1.9017460618547877e-07
25,0.00014310835055998653,0.000143108333325604,1.7234382540878834e-11,1.2042890909887695e-07
26,0.00012847638053898645,0.00012847637826977489,2.2692115656149092e-12,1.7662480497154974e-08
27,0.00011581095650839697,0.00011581096615706995,9.648672973875533e-12,8.331399087594917e-08
28,0.00010478893193290843,0.00010478894817947812,1.6246569682024786e-11,1.5504089394122963e-07
29,9.514927988462354e-05,9.514929728817869e-05,1.7403555145948345e-11,1.8290790184698834e-07
30,8.66795303452117e-05,8.667954470665627e-05,1.4361444569373563e-11,1.6568438375447324e-07
31,7.92055003783212e-05,7.920550930111999e-05,8.922798792692331e-12,1.1265377720073757e-07
32,7.25834420778028e-05,7.258344492048208e-05,2.8426792847814977e-12,3.9164294271610955e-08
33,6.669398466562124e-05,6.669398213805535e-05,2.5275658844560456e-12,3.789795882084896e-08
34,6.143742119800576e-05,6.143741482463623e-05,6.373369524194719e-12,1.0373758207809668e-07
35,5.6730012340473174e-05,5.673000394802342e-05,8.39244975326791e-12,1.4793668125611253e-07
36,5.250106616047621e-05,5.250105747820131e-05,8.682274903637922e-12,1.6537330646009054e-07
37,4.869061486110715e-05,4.869060726494549e-05,7.596161655416822e-12,1.5600874371961254e-07
38,4.524755423892675e-05,4.524754863263648e-05,5.60629026655126e-12,1.2390261442524852e-07
39,4.2128144429936165e-05,4.2128141235403676e-05,3.1945324884723528e-12,7.58289388649723e-08
40,3.929479467759173e-05,3.929479389905262e-05,7.785391119763049e-13,1.9812779742561554e-08
41,3.6715072828822024e-05,3.671507415713741e-05,1.3283153873708264e-12,3.617902090413597e-08
42,3.436089373477257e-05,3.436089666410751e-05,2.9293349362402403e-12,8.52520006857624e-08
43,3.220785090659961e-05,3.220785484382938e-05,3.937229773980089e-12,1.2224441132063622e-07
44,3.023466351546528e-05,3.0234667870426134e-05,4.354960853335298e-12,1.440386743880149e-07
45,2.8422716752936642e-05,2.842272100416857e-05,4.2512319280651155e-12,1.495716248738213e-07
46,2.6755678136971087e-05,2.6755681872451196e-05,3.735480108964457e-12,1.3961448070354672e-07
47,2.5219175892585318e-05,2.5219178828121548e-05,2.9355362304655467e-12,1.1640095786510704e-07
48,2.380052830136886e-05,2.3800530281049458e-05,1.979680596563742e-12,8.317801065154856e-08
49,2.248851508355014e-05,2.2488516067254064e-05,9.837039223557081e-13,4.374250228176542e-08
50,2.1273183587779955e-05,2.127318363058921e-05,4.280925521840326e-14,2.0123577198381514e-09
51,2.014568392084333e-05,2.0145683148561416e-05,7.722819135764798e-13,3.8334857064716166e-08
52,1.9098128230844975e-05,1.9098126814956928e-05,1.4158880468626619e-12,7.413752959182103e-08
53,1.8123470223124363e-05,1.8123468357608958e-05,1.8655154054554937e-12,1.0293367564205325e-07
54,1.7215401684382046e-05,1.7215399565920803e-05,2.1184612427455583e-12,1.2305616108089095e-07
55,1.63682633528565e-05,1.6368261165243775e-05,2.1876127245681973e-12,1.3364965344270486e-07
56,1.5576967928518818e-05,1.5576965831492106e-05,2.097026711485187e-12,1.346235494037246e-07
57,1.4836933388705148e-05,1.483693151098755e-05,1.8777175977692474e-12,1.2655698779362923e-07
58,1.4144025078272452e-05,1.4144023514337638e-05,1.5639348133590983e-12,1.1057211824104861e-07
59,1.3494505292537387e-05,1.3494504102448674e-05,1.1900887125949758e-12,8.819061438681329e-08
60,1.2884989276452504e-05,1.2884988488066764e-05,7.883857395450623e-13,6.118637141482517e-08
61,1.2312406733035988e-05,1.2312406345874227e-05,3.871617602386893e-13,3.144484816277858e-08
62,1.1773968074656286e-05,1.1773968064802942e-05,9.853344540029091e-15,8.36875425307006e-10
63,1.12671347677087e-05,1.1267135093191425e-05,3.2548272514969657e-13,2.8887799059839164e-08
64,1.0789593218788873e-05,1.0789593824994399e-05,6.062055256373083e-13,5.61842799209213e-08
65,1.033923173212081e-05,1.0339232556908527e-05,8.2478771737198e-13,7.977263095957299e-08
66,9.914120136529894e-06,9.914121114805097e-06,9.782752034934606e-13,9.867493938154688e-08
67,9.512491737934205e-06,9.512492805532301e-06,1.067598095634537e-12,1.1223117192072155e-07
68,9.13272730201093e-06,9.13272839881933e-06,1.0968084012091643e-12,1.2009647993843623e-07
69,8.77334081289099e-06,8.773341885196139e-06,1.0723051492019875e-12,1.2222312709275017e-07
70,8.432966788685358e-06,8.432967790778423e-06,1.0020930652388394e-12,1.1883042947392644e-07
