block,m2,Rp,C1
1,0.08026443491965765,-0.3326,69817.0704
2,0.08118466860740446,-0.285,70603.118
3,0.0819305313053308,-0.2842,70796.8854
4,0.08514710310184163,-0.2162,72181.886
5,0.08395724383874331,-0.242,71750.474
6,0.08202658113695216,-0.298,70807.4926
7,0.0885688062035595,-0.1534,73747.3552
8,0.07846717579675605,-0.3406,69243.4286
9,0.08310585487455828,-0.2456,71423.9222
10,0.07942151602229569,-0.334,69433.8506
11,0.08150513950332533,-0.262,70739.2612
12,0.08137291956706903,-0.262,70516.6942
13,0.08090037343211007,-0.3132,69795.1302
14,0.07937113800967345,-0.3312,69311.994
15,0.08273614762008656,-0.2492,71332.3798
16,0.08416429583922727,-0.2474,71591.7176
17,0.0829975187227712,-0.262,71220.5646
18,0.08047242602461484,-0.2862,69884.1282
19,0.08197197079915786,-0.3042,70472.224
20,0.08282532379791373,-0.2678,71032.4808
