block,m2,Rp,C1
1,0.07654948163740337,-0.5162,16677.0646
2,0.07849036602042615,-0.453,16958.4816
3,0.07221120942719281,-0.57,16231.9726
4,0.07481936605293303,-0.5422,16434.6546
5,0.07515158354081214,-0.525,16570.1464
6,0.07922499937191606,-0.4324,17176.6582
7,0.076542993218638,-0.4922,16696.4714
8,0.07545256264694035,-0.5326,16677.0564
9,0.07865213986951858,-0.441,17013.1402
10,0.07388866253439337,-0.569,16412.4134
11,0.07783061074689031,-0.4728,16959.374
12,0.07787453913781792,-0.4762,16907.0926
13,0.0725088265761733,-0.57,16250.2918
14,0.08188491782937199,-0.398,17391.95
15,0.07503289373163134,-0.5166,16528.9448
16,0.0743930176148191,-0.5412,16523.852
17,0.07360209157429635,-0.5472,16458.3866
18,0.0768214320005849,-0.491,16821.67
19,0.07455948567260057,-0.5478,16389.3622
20,0.07986545099783689,-0.4042,17195.764
