block,m2,Rp,C1
1,0.19780522989358287,0.993,116460.8144
2,0.19814798988963012,0.9932,116509.5782
3,0.1997276309134555,0.9916,116951.3582
4,0.19748928988205736,0.9918,116356.7604
5,0.19878201782869873,0.9934,116697.3102
6,0.19748356720481533,0.9914,116390.2434
7,0.1969047993683256,0.9908,116156.2614
8,0.1983827535904129,0.9932,116587.7856
9,0.19635488894406009,0.9924,116049.93
10,0.19804856809308985,0.9928,116527.3718
11,0.19853095983781385,0.9904,116642.1366
12,0.19885726648772833,0.9932,116730.2768
13,0.19961606630873865,0.9932,116970.5844
14,0.19757440415823366,0.9938,116334.6038
15,0.1985962975374423,0.9878,116643.1492
16,0.19966403818423858,0.9914,116976.5928
17,0.19838347060889938,0.992,116635.1386
18,0.19685098839034326,0.991,116235.9248
19,0.19641202943664976,0.9886,116033.3818
20,0.19716363607360982,0.9918,116284.5502
