block,m2,Rp,C1
1,0.009115162474662066,-1.9658,17532.6104
2,0.008596899932820815,-1.9694,16802.6888
3,0.008943478461320046,-1.968,17213.2482
4,0.009353999468800611,-1.968,17683.3716
5,0.00892356359012192,-1.9676,17111.5844
6,0.009051619812648277,-1.9716,17040.3308
7,0.009111207602126524,-1.962,17462.6808
8,0.00901565513041569,-1.968,17053.9268
9,0.008672422719886526,-1.9748,16743.3052
10,0.009098272084386554,-1.9704,17311.2256
11,0.008609014834347182,-1.9698,17008.2632
12,0.00858110368141206,-1.972,16922.441
13,0.009359800834418274,-1.9586,17560.0338
14,0.009488301723694895,-1.958,17644.2692
15,0.00932185669777682,-1.9596,17548.079
16,0.009450027544912882,-1.958,17620.5794
17,0.008995438257814386,-1.959,17183.9932
18,0.00923558635575464,-1.962,17535.853
19,0.008757612835615873,-1.9704,17121.989
20,0.009304068506741897,-1.9656,17461.6534
