block,m2,Rp,C1
1,0.22490222151821945,0.991,124150.5474
2,0.22516973990374245,0.992,124228.636
3,0.22576280193440615,0.9926,124404.499
4,0.22595509486887605,0.9906,124444.9544
5,0.22695022809277288,0.9916,124712.1668
6,0.22455274948369477,0.991,124137.124
7,0.2235936482157209,0.9878,123821.3468
8,0.22556839385947677,0.9932,124380.7584
9,0.2251830941334483,0.9902,124228.542
10,0.22600836534035626,0.9904,124491.049
11,0.22385131375588244,0.9892,123947.1556
12,0.22580644532935693,0.9914,124446.2476
13,0.22622788673471658,0.9938,124522.8644
14,0.22629176194624742,0.9926,124584.7882
15,0.22585986738675273,0.99,124458.3926
16,0.22672022835852113,0.9916,124698.1016
17,0.22507277374529513,0.9894,124238.8554
18,0.22782586319991388,0.9926,124969.005
19,0.226304484775709,0.9916,124514.196
20,0.22690612868216123,0.9924,124682.6898
