block,m2,Rp,C1
1,0.11633456034001743,-0.14514285714285713,765295.4005714286
2,0.1274457963294505,0.026857142857142857,813288.5902857143
3,0.1268094172202276,-0.008571428571428572,807584.3662857143
4,0.12464615639597071,0.006285714285714286,801526.0462857143
5,0.11460687886877231,-0.184,765640.4771428572
6,0.12301190895622642,-0.04114285714285714,797420.2668571429
7,0.11222457858547155,-0.1977142857142857,754238.7828571429
8,0.12872175755153856,0.05085714285714286,816783.928
9,0.12698574447013705,0.04971428571428571,811952.248
10,0.12024019977156725,-0.04171428571428572,784527.884
11,0.12799527351071974,0.048,813778.4428571429
12,0.13389867393336113,0.11771428571428572,831624.456
13,0.1199943016513938,-0.08228571428571428,784290.8371428571
14,0.12366932572742037,0.006857142857142857,804386.528
15,0.12581446412054867,0.006857142857142857,809769.0902857143
16,0.13010276546195226,0.11257142857142857,824349.1268571429
17,0.11984223939545084,-0.09885714285714285,781895.4605714285
18,0.13357402106473792,0.15885714285714286,833807.8382857143
19,0.12937081669862716,0.07828571428571429,819020.1668571428
20,0.12846886986921988,-0.021142857142857144,809244.8502857143
