block,m2,m4,Qm,chi,Rp,C1
1,0.23555786973517387,0.06429562328423746,0.8630060206256109,61750.08220385742,0.046,123352.866
2,0.22555598359327997,0.05959068985303555,0.8537491655190225,59128.147763076784,-0.006,119992.404
3,0.22347896144591506,0.0586968030590308,0.850861437184539,58583.66886927796,-0.0225,119358.9795
4,0.22618968293600483,0.059769557057870515,0.85598380153887,59294.26824357605,0.0075,120061.931
5,0.2267563170923968,0.06122784447357876,0.8397882986636227,59442.807987869266,-0.046,119474.4905
6,0.22743560753911152,0.06083758523774895,0.8502466916551585,59620.87990273285,0.0265,120306.1305
7,0.23395131537609268,0.06329941386113828,0.86467179753471,61328.93361795044,0.052,122486.507
8,0.23628961759951198,0.06382296100997492,0.8748071619020851,61941.90551600647,0.094,123569.02
9,0.22906890270346775,0.06112856645858382,0.8583967402756335,60049.03843029785,0.0135,120620.607
10,0.22340537932582083,0.05982379017739305,0.8342828724779542,58564.379757987976,-0.066,118715.943
11,0.23175450308524886,0.06222372739056901,0.8631779540168024,60753.05245677948,0.054,121752.836
12,0.22114517387698288,0.0572018680614186,0.8549578813854588,57971.8804608078,-0.0835,118054.89
13,0.2313937249017763,0.06227578994108178,0.8597732116216468,60658.47662065124,0.032,121583.234
14,0.21822381613843025,0.057364292967559294,0.8301616121539307,57206.06405779266,-0.082,117603.301
15,0.23174759860461927,0.06196651677547186,0.8667091883445431,60751.242488609314,0.0915,122512.9345
16,0.22450301379247686,0.060212858997299876,0.8370571343268257,58852.118047615055,-0.0015,119212.7315
17,0.2244609154278005,0.05900104805364643,0.8539289422261782,58841.082213905334,-0.0225,119463.8565
18,0.21906953219368006,0.05716849989128051,0.8394738365852696,57427.763447380064,-0.071,117599.22
19,0.21448159719514662,0.05506670121270629,0.8353933415711194,56225.063815124515,-0.133,115962.3155
20,0.24227654037301544,0.06700231992562927,0.8760580541132076,63511.34139954376,0.1485,124745.2635
21,0.23027402446750783,0.06291210282279681,0.842860498461162,60364.95387001037,-0.007,120802.833
22,0.22506433006140286,0.060359406132453504,0.8392056170140634,58999.26373961639,0.008,119695.1955
23,0.23288327166711678,0.06238054657381575,0.8694155662487433,61048.95236790466,0.0425,122206.126
24,0.2223246362832433,0.05912754162813809,0.8359597327644368,58281.069453834534,-0.0345,118613.0165
25,0.22358020804740955,0.059418036726636654,0.8412952057049985,58610.21005838013,-0.095,118746.97
26,0.22512711029310595,0.05971330847612179,0.848759130624811,59015.721200675966,0.0065,119724.285
27,0.23886326783889672,0.06535072654270727,0.8730684988695595,62616.57248435974,0.112,124232.625
28,0.23654879787639949,0.0642335355106183,0.8711233677542137,62009.84807051087,0.07,123625.61
29,0.21911465113147277,0.05811378348670469,0.8261590875674282,57439.5911062088,-0.0645,116986.349
30,0.23535126277655946,0.06426488580907008,0.8619048519760008,61695.9214292984,0.0255,122628.357
31,0.21169318653678057,0.054941303747969406,0.8156705824031791,55494.098691497806,-0.1585,114706.136
32,0.22637037888579653,0.05950970186476458,0.8610957008883983,59341.636602638246,0.02,120569.0675
33,0.22787226642650785,0.06070452717842855,0.8553854583815172,59735.34741011047,0.009,121066.7165
34,0.23051410000224132,0.06156469002591247,0.863104326156408,60427.88823098755,-0.011,121192.3165
35,0.2400914028553234,0.06582983336026485,0.8756498198859375,62938.5207101059,0.1575,124505.1185
36,0.23765253011105233,0.06332044875010542,0.891950802355781,62299.1848534317,0.106,123902.76
37,0.2225192506352323,0.05785400709710784,0.8558580362489812,58332.08643852234,-0.039,118895.8225
38,0.23963761311574489,0.06601660589191088,0.8698748571508724,62819.56245261383,0.106,123753.951
39,0.22933892993992777,0.061382177974738335,0.8568667082428548,60119.824450172426,0.033,121104.449
40,0.24240077336362448,0.06714644677875299,0.87507437468569,63543.908332633975,0.192,125115.209
41,0.21949307508923813,0.057320075420742723,0.8404945328228891,57538.79267619324,-0.064,117778.1695
42,0.22842223884884152,0.06021710643343303,0.8664766922734145,59879.51938079071,0.0165,121126.0875
43,0.22533995487951325,0.06033184260176182,0.8416466839953308,59071.51713193512,-0.038,119252.642
44,0.24255392630409914,0.06593738077803599,0.8922466508577434,63584.056457061764,0.142,125049.179
45,0.21885163560594084,0.0576127360507594,0.8313446243066283,57370.643164283756,-0.079,117886.7295
46,0.24133187471790007,0.066538734717741,0.875295780749609,63263.7029660492,0.119,124682.1155
47,0.2507689336687908,0.07065913837375934,0.8899777090508086,65737.5713476715,0.1945,126760.811
48,0.22301832252697204,0.05811881642703146,0.8557843266679365,58462.91514051056,-0.0515,119185.894
49,0.2291888848406961,0.061223635246380755,0.8579618757222854,60080.49102767944,0.0585,121472.82
50,0.22843697068517213,0.06065530077452018,0.8603279335767335,59883.38124329376,0.018,120825.8945
