block,m2,m4,Qm,chi,Rp,C1
1,0.20337131130857597,0.04646784861001856,0.8900754285071946,213250.27612670136,0.166,459306.706
2,0.20199231715247878,0.04719384690798115,0.8645384697751257,211804.2959504776,0.112,453776.91
3,0.19473408283013122,0.04378452991436305,0.8660904454121523,204193.48563768767,0.081,446640.482
4,0.18794020752210416,0.041190013791975004,0.8575263359181788,197069.5910426979,-0.036,439131.314
5,0.20005439684738666,0.04607454294631104,0.8686306827743804,209772.2392286453,0.092,452807.592
6,0.20710539607021564,0.04794321044200747,0.8946552532873078,217165.74778972243,0.176,460993.391
7,0.18648666021835014,0.04185236938955119,0.830951149161864,195545.43622511672,-0.07,431416.034
8,0.18985716773336753,0.04194795683051774,0.8592967777994912,199079.6695131836,-0.071,438908.227
9,0.18561093910201817,0.040077930525856446,0.8596107698751215,194627.1760798378,-0.007,437067.196
10,0.19580411693674615,0.04479848741321057,0.8558157746654891,205315.49772106553,0.045,448730.315
11,0.20081778516941268,0.04528157453228977,0.8906002774172771,210572.70990180207,0.159,456209.266
12,0.19487395111481964,0.04427556856783834,0.857715847621812,204340.14816417312,0.05,444299.969
13,0.19335354631532756,0.04280318779384884,0.8734301298485561,202745.8881811409,0.022,443998.962
14,0.18184508597473178,0.039357432448743235,0.8401878180499427,190678.39287104036,-0.06,430121.111
15,0.18933889898333656,0.04304712889001768,0.8327900046438474,198536.2253403511,-0.015,439628.737
16,0.18926280565007983,0.042191828941831,0.8489892593166498,198456.4356973381,-0.015,439119.247
17,0.193152311742484,0.04339139485479122,0.8597975625424323,202534.87843768692,0.048,444341.835
18,0.20518613074457243,0.04692243305144592,0.897254159940272,215153.25223162078,0.14,461691.554
19,0.1873993537127244,0.040877444248045305,0.8591172569118263,196502.4647186737,0.034,441887.238
20,0.18236173616939413,0.03904312885605641,0.8517709464659629,191220.13986555862,-0.067,433441.1
21,0.19150319414041223,0.042492250104993474,0.8630626355479993,200805.6532989769,-0.064,440563.769
22,0.20434053975540883,0.04708703476621422,0.8867633393107992,214266.58581456757,0.124,457337.124
23,0.20213213733813246,0.04679680005024806,0.8730810846256797,211950.90804146958,0.116,455493.595
24,0.1896452026939951,0.04260553204276679,0.8441463157588328,198857.4080600586,0.042,439741.319
25,0.1981427624385833,0.04548939045623138,0.8630705734465329,207767.74526679993,0.045,451036.37
26,0.17132706263805814,0.03657155796289052,0.8026172257132115,179649.44603276445,-0.201,414361.465
27,0.19489249311739695,0.043840868336723716,0.8663853001674633,204359.59086306763,0.07,447170.613
28,0.2019330333152684,0.04610634632813208,0.8844107848776771,211742.13234159088,0.109,458434.661
29,0.17857530428298196,0.03836032182426484,0.8313053119274955,187249.7782638321,-0.154,424943.079
30,0.18954507915674912,0.04276701527404164,0.8400711810801806,198752.42092186736,-0.002,437182.8
31,0.1915444479855687,0.042108992612154124,0.8712931200236413,200848.91109091567,0.084,447075.104
32,0.20312762441777887,0.04669157279219614,0.8836890542377792,212994.7519014969,0.088,457571.277
33,0.1942656230703178,0.04462256427142455,0.8457410039760136,203702.26997658156,0.047,444158.945
34,0.1967716392382754,0.044430765606626905,0.8714474639334823,206330.01838591386,0.024,447819.804
35,0.2050122787145374,0.048184112108965005,0.8722799400906086,214970.95516537476,0.2,460533.829
36,0.1832071260463599,0.039987312382934126,0.8393875215402496,192106.5954011879,-0.103,431673.462
37,0.20235087502192983,0.047300311926496266,0.8656576448326543,212180.2711269951,0.099,452729.069
38,0.19493016072921818,0.04375474253520858,0.8684262633094636,204399.08821680068,0.058,446953.956
39,0.19910242955730065,0.04616572852998216,0.8586841087079273,208774.02917547608,0.117,453198.25
40,0.19123132249740957,0.04343131434040538,0.8420058029440453,200520.57521904373,-0.016,441343.085
41,0.19307135005890813,0.043284596550764685,0.8611965730083928,202449.98395936965,0.068,444286.712
42,0.19786748311444172,0.045703875184648836,0.8566350384046695,207479.09397420884,0.084,452877.895
43,0.19749150608183116,0.04495609960805586,0.8675773769190793,207084.8534812622,0.114,450514.349
44,0.1974794385271889,0.044511043964925924,0.876145000592297,207072.19973308564,0.046,450640.757
45,0.20339959261078547,0.047074242959439176,0.8788541604350503,213279.93122144698,0.141,458515.768
46,0.18506952949176048,0.04082617249954962,0.8389405288159072,194059.46695635223,-0.073,429800.483
47,0.19215537126892013,0.04412837673762896,0.8367334000756735,201489.5105836792,0.028,441049.791
48,0.18857892918642027,0.04251894816579236,0.8363803449330741,197739.33925057983,-0.065,434153.931
49,0.1788241327882679,0.03875140653474726,0.8252105749710598,187510.6938625908,-0.112,424941.968
50,0.1934733228465302,0.04336243702792076,0.8632339236186278,202871.48297712326,0.061,446413.653
