block,m2,m4,Qm,chi,Rp,C1
1,0.1344990755571993,0.02157996023960879,0.838277787580815,2.256520042423453e6,-0.01,5.99333933e6
2,0.15877167330395095,0.027177877418992292,0.927535430935475,2.6637466577018187e6,0.39,6.50995367e6
3,0.14237250170349625,0.02182596418065693,0.9287071615042826,2.3886142135399245e6,0.22,6.23985135e6
4,0.16050096606669925,0.028243931466843133,0.9120741614383701,2.6927593759096838e6,0.48,6.59105527e6
5,0.16996562534272627,0.030433781263457197,0.949218683937612,2.8515500089499927e6,0.5,6.73353069e6
6,0.12097576919460508,0.01705168496274537,0.8582809713058445,2.0296366105440354e6,-0.07,5.69955976e6
7,0.08503644925250427,0.010155134310495703,0.7120730736175518,1.4266748769823026e6,-0.8,4.51384508e6
8,0.1520368508619778,0.025971023509704802,0.890038238631205,2.5507550868711877e6,0.36,6.43943685e6
9,0.11343468501304983,0.015788781463058666,0.8149728206775181,1.9031182123558999e6,-0.43,5.39734323e6
10,0.15809149983548365,0.027116516779963865,0.9216863110788536,2.6523352405038737e6,0.29,6.50970792e6
11,0.12853720293779916,0.020043574841911545,0.8242947013885716,2.156496417723291e6,-0.18,5.63083504e6
12,0.14056379995613852,0.023458618967975787,0.842256821899104,2.3582692336449265e6,0.06,6.05731721e6
13,0.1584275685298607,0.02665014438678664,0.9418070726374054,2.6579735375802754e6,0.3,6.67152131e6
14,0.13574481203199354,0.02074933905216309,0.8880598050510099,2.2774200323401545e6,0.02,6.03795467e6
15,0.11010392460295564,0.015617667833056199,0.7762282014549051,1.847237325511501e6,-0.59,5.24999732e6
16,0.12793903164766773,0.019969843180704567,0.8196557013907118,2.1464607687837575e6,0.01,5.79645362e6
17,0.15868494738168878,0.027329112476555912,0.9213951805837313,2.662291638171227e6,0.11,6.41665431e6
18,0.141454507312032,0.023636288455101923,0.8465532850852757,2.37321282334754e6,0.24,6.10262474e6
19,0.10074807366058082,0.014274173234840416,0.7110866723645517,1.690272193387475e6,-0.41,4.87103069e6
20,0.14630929536386247,0.025435413118350573,0.8415986723025203,2.4546626511273193e6,0.17,6.00539564e6
21,0.1344730452237063,0.02162508634735997,0.8362047485625215,2.2560833258958887e6,-0.1,5.87308949e6
22,0.14574586802171352,0.02447098319929659,0.8680426884528826,2.4452099089077804e6,0.11,6.0459298e6
23,0.14455731847749193,0.022674501537916038,0.9215998989199217,2.425269356477673e6,0.12,6.22469125e6
24,0.17339638932116486,0.03191250953581412,0.9421480249265501,2.909108677261276e6,0.67,6.89746111e6
25,0.16001043182127772,0.026835857172836812,0.9540719391496614,2.6845295769188497e6,0.27,6.5358178e6
26,0.1477917130227321,0.024456785733805386,0.8931014351571951,2.4795334923923896e6,0.22,6.22204078e6
27,0.15868195247840874,0.02670797231328581,0.9427882336778619,2.662241392031999e6,0.51,6.551511e6
28,0.13003704397985602,0.01958887911309431,0.8632261554830698,2.181659574851544e6,-0.1,5.94543584e6
29,0.1652796850399352,0.028627842080450213,0.9542240106722908,2.7729329763269615e6,0.62,6.73083852e6
30,0.1518956729441021,0.02451778860841503,0.941043086211402,2.548386514448557e6,0.44,6.4157136e6
31,0.1411168825487283,0.02181513866646607,0.9128511555547922,2.3675484197666454e6,0.16,6.11084573e6
32,0.1277438832793406,0.01942658795636375,0.8400085363389916,2.1431867224562857e6,-0.19,5.66699762e6
33,0.1489500581108706,0.02470510993053426,0.8980376883007029,2.498967298138628e6,0.31,6.30745331e6
34,0.14231732453805207,0.022890620042628856,0.8848262225291454,2.387688494317e6,0.08,6.14124289e6
35,0.16528111024107417,0.02975760535209658,0.918012221725947,2.7729568872343134e6,0.44,6.70179947e6
36,0.15751387787387927,0.02681435194567226,0.9252739642239125,2.6426443520876933e6,0.22,6.42557632e6
37,0.12214478415922286,0.01818314121635485,0.8205044507867493,2.0492494271126604e6,-0.19,5.65268116e6
38,0.13983316001242257,0.022155010196842965,0.8825684332948796,2.346011129490976e6,-0.03,6.06854425e6
39,0.12749285726786014,0.019609408525071478,0.8289096855492081,2.1389752048400594e6,-0.08,5.75536443e6
40,0.12089600268610141,0.016600109181821504,0.8804667068987354,2.0282983506013036e6,-0.31,5.7015586e6
41,0.10556179501560123,0.01457795504245462,0.7643933963620948,1.7710330363244652e6,-0.54,5.13427719e6
42,0.1596177382370648,0.026482366047081814,0.9620674495103744,2.6779412718346952e6,0.24,6.49061908e6
43,0.12489117013775754,0.018206144927259887,0.8567329569602545,2.095326137893908e6,0.0,5.74106075e6
44,0.14360457178306305,0.0231548876407315,0.8906228938343237,2.409284919391954e6,0.21,6.27998112e6
45,0.147204048723883,0.0242273081451309,0.8944052649554578,2.4696741215151097e6,0.25,6.17686918e6
46,0.12970593110681888,0.01956002561164667,0.8601025836218494,2.1761044226602195e6,-0.11,5.84695519e6
47,0.1771528009417169,0.032384690462324416,0.9690725597024294,2.972130806404188e6,0.4,6.84039235e6
48,0.13331614587420135,0.022023668465103417,0.8070042817304948,2.236673775618985e6,0.02,5.8760715e6
49,0.13903480278528704,0.022598077210321827,0.8554124408741396,2.3326169178461623e6,0.06,5.98421969e6
50,0.138892144532024,0.021818053019563473,0.8841773276197957,2.3302235095169856e6,0.25,6.02551436e6
