block,m2,Rp,C1
1,0.06334145508053479,-0.3488,61405.7324
2,0.06042272543372819,-0.4402,60096.7834
3,0.05814223193287617,-0.4786,58722.045
4,0.05938499803905142,-0.4338,59651.0322
5,0.059677902194543275,-0.475,59036.3336
6,0.06123673323241528,-0.4108,60423.4988
7,0.0593320615567849,-0.458,59184.126
8,0.0579878063222277,-0.4834,58321.105
9,0.06212743382503977,-0.3926,61004.3706
10,0.056804389293678106,-0.54,57823.7066
11,0.06059828827569727,-0.425,59889.0178
12,0.06173955656813923,-0.3706,60668.583
13,0.06047414508596994,-0.4256,60173.6862
14,0.056945588051679076,-0.5142,57985.9406
15,0.05977760986367939,-0.4484,59546.7046
16,0.059284242748445834,-0.4322,59313.4864
17,0.05881556792223128,-0.463,59165.6068
18,0.056851738126564307,-0.5346,57478.3076
19,0.058366355876124,-0.4954,58537.378
20,0.059282400056836194,-0.4494,59198.286
