block,m2,Rp,C1
1,0.07654802064243704,-1.4716,15275.07
2,0.07060014545302838,-1.5236,14598.3656
3,0.07743381900507956,-1.4586,15437.5158
4,0.07838297946713865,-1.448,15411.7102
5,0.07616330394782125,-1.4748,15245.9672
6,0.07373092758525163,-1.5008,14886.5678
7,0.07603167037647217,-1.4542,15171.1004
8,0.07078221510667354,-1.5246,14619.745
9,0.07720339210350066,-1.4572,15331.1834
10,0.07651164580155163,-1.4654,15291.8478
11,0.07315921647753566,-1.5074,14908.2862
12,0.07113793838098645,-1.5254,14652.1394
13,0.0720118168713525,-1.5196,14805.169
14,0.06998591610696167,-1.5444,14540.9602
15,0.07370869148857892,-1.4886,15098.0468
16,0.07230977931004018,-1.5248,14730.3524
17,0.08193736843690276,-1.4356,15788.9606
18,0.07469186750687659,-1.4898,15099.8554
19,0.07106028450671584,-1.5238,14733.1676
20,0.07001904605161399,-1.56,14431.05
