block,m2,Rp,C1
1,0.19435220975875855,-0.3018,1685.0248
2,0.1969114089488983,-0.2556,1707.4026
3,0.1951921802997589,-0.2702,1698.5048
4,0.19173853430747986,-0.2944,1678.5786
5,0.18860218329429626,-0.3114,1666.4432
6,0.19561054282188414,-0.2542,1699.3924
7,0.19431913161277772,-0.257,1694.1536
8,0.19761286630630492,-0.2138,1711.751
9,0.1956222086429596,-0.2588,1702.759
10,0.1885846181869507,-0.3378,1657.5122
11,0.19074093976020812,-0.3036,1664.268
12,0.20008888330459595,-0.237,1723.2284
13,0.19214762654304504,-0.291,1684.228
14,0.186869344997406,-0.3538,1653.8228
15,0.1985540291786194,-0.2348,1717.0014
16,0.19481755833625794,-0.2362,1700.1508
17,0.19251656880378723,-0.3164,1682.4602
18,0.19359738206863403,-0.2534,1702.6366
19,0.1945148856639862,-0.2542,1692.0598
20,0.19781685152053832,-0.2524,1704.589
