distance,exact_hurwitz,periodized_fit,absolute_error,relative_error
1,1.0000272223661726,1.0000272139801056,8.386066951970861e-09,8.385838669599933e-09
2,0.1486781971224892,0.14867818873760305,8.384886146517445e-09,5.6396205420822525e-08
3,0.04877093262343844,0.04877092422407753,8.399360915123388e-09,1.722206335477539e-07
4,0.02212473895190495,0.02212473064025102,8.311653927617346e-09,3.7567240660716176e-07
5,0.011990703446034532,0.011990694770425699,8.67560883376084e-09,7.235279291833346e-07
6,0.007273997797641701,0.007273990136192709,7.66144899171789e-09,1.053265233899549e-06
7,0.004770827877587333,0.004770818346725396,9.530861936474233e-09,1.9977375375977953e-06
8,0.0033138263394606174,0.00331381889943382,7.440026797336102e-09,2.2451468590074324e-06
9,0.0024055236591666437,0.0024055151833060435,8.475860600182239e-09,3.5234991632211047e-06
10,0.0018084709214844735,0.0018084621216033498,8.799881123702086e-09,4.865923482186128e-06
11,0.001399128266477947,0.0013991198963683503,8.370109596742004e-09,5.982374738101921e-06
12,0.0011087066700138993,0.0011086984994680888,8.170545810455912e-09,7.369438672497101e-06
13,0.0008967420804198297,0.0008967337846762561,8.295743573636868e-09,9.250980582681066e-06
14,0.0007383282928790199,0.000738319838126847,8.454752172893168e-09,1.1451209786265819e-05
15,0.0006175402459769032,0.0006175317522829489,8.493693954333276e-09,1.3754073535558604e-05
16,0.0005238599928950874,0.0005238515540582219,8.438836865518225e-09,1.610895464431516e-05
17,0.00045014433247692433,0.00045013596288310165,8.369593822686594e-09,1.8593133843611466e-05
18,0.00039142320613279736,0.00039141487150990274,8.3346228946235e-09,2.1293124076541926e-05
19,0.0003441648404469724,0.00034415650136770547,8.33907926696062e-09,2.4229898836065074e-05
20,0.00030581282856092357,0.00030580446371528765,8.364845635925287e-09,2.7352827791064545e-05
21,0.0002744868041402074,0.0002744784124609151,8.391679292261717e-09,3.057225034386448e-05
22,0.0002487843687193614,0.0002487759609680557,8.407751305719233e-09,3.379533589268025e-05
23,0.0002276473079068371,0.0002276388971540193,8.41075281781691e-09,3.694641898097449e-05
24,0.00021026958150190757,0.0002102611770745893,8.404427318258086e-09,3.9969772414189355e-05
25,0.0001960330405115649,0.00019602464605378387,8.394457781045169e-09,4.282164761174502e-05
26,0.0001844619174188649,0.0001844535318066682,8.385612196705299e-09,4.545985596400237e-05
27,0.00017519027370047036,0.00017518189319362461,8.380506845748854e-09,4.783659885181373e-05
28,0.00016793856510123034,0.0001679301855109825,8.379590247842338e-09,4.989675982280349e-05
29,0.000162496757364122,0.0001624883755905922,8.381773529799255e-09,5.158117408470752e-05
30,0.00015871226215949662,0.00015870387691512038,8.385244376239373e-09,5.28329964058649e-05
31,0.00015648152731797158,0.0001564731391262959,8.388191675680551e-09,5.360499618996999e-05
32,0.0001557445077040282,0.00015573611837604084,8.389327987374162e-09,5.386596362882322e-05
33,0.00015648152731797158,0.0001564731391262959,8.388191675680551e-09,5.360499618996999e-05
34,0.00015871226215949662,0.00015870387691512038,8.385244376239373e-09,5.28329964058649e-05
35,0.000162496757364122,0.0001624883755905922,8.381773529799255e-09,5.158117408470752e-05
36,0.00016793856510123034,0.0001679301855109825,8.379590247842338e-09,4.989675982280349e-05
37,0.00017519027370047036,0.00017518189319362461,8.380506845748854e-09,4.783659885181373e-05
38,0.0001844619174188649,0.0001844535318066682,8.385612196705299e-09,4.545985596400237e-05
39,0.0001960330405115649,0.00019602464605378387,8.394457781045169e-09,4.282164761174502e-05
40,0.00021026958150190757,0.0002102611770745893,8.404427318258086e-09,3.9969772414189355e-05
41,0.0002276473079068371,0.0002276388971540193,8.41075281781691e-09,3.694641898097449e-05
42,0.0002487843687193614,0.0002487759609680557,8.407751305719233e-09,3.379533589268025e-05
43,0.0002744868041402074,0.0002744784124609151,8.391679292261717e-09,3.057225034386448e-05
44,0.00030581282856092357,0.00030580446371528765,8.364845635925287e-09,2.7352827791064545e-05
45,0.0003441648404469724,0.00034415650136770547,8.33907926696062e-09,2.4229898836065074e-05
46,0.00039142320613279736,0.00039141487150990274,8.3346228946235e-09,2.1293124076541926e-05
47,0.00045014433247692433,0.00045013596288310165,8.369593822686594e-09,1.8593133843611466e-05
48,0.0005238599928950874,0.0005238515540582219,8.438836865518225e-09,1.610895464431516e-05
49,0.0006175402459769032,0.0006175317522829489,8.493693954333276e-09,1.3754073535558604e-05
50,0.0007383282928790199,0.000738319838126847,8.454752172893168e-09,1.1451209786265819e-05
51,0.0008967420804198297,0.0008967337846762561,8.295743573636868e-09,9.250980582681066e-06
52,0.0011087066700138993,0.0011086984994680888,8.170545810455912e-09,7.369438672497101e-06
53,0.001399128266477947,0.0013991198963683503,8.370109596742004e-09,5.982374738101921e-06
54,0.0018084709214844735,0.0018084621216033498,8.799881123702086e-09,4.865923482186128e-06
55,0.0024055236591666437,0.0024055151833060435,8.475860600182239e-09,3.5234991632211047e-06
56,0.0033138263394606174,0.00331381889943382,7.440026797336102e-09,2.2451468590074324e-06
57,0.004770827877587333,0.004770818346725396,9.530861936474233e-09,1.9977375375977953e-06
58,0.007273997797641701,0.007273990136192709,7.66144899171789e-09,1.053265233899549e-06
59,0.011990703446034532,0.011990694770425699,8.67560883376084e-09,7.235279291833346e-07
60,0.02212473895190495,0.02212473064025102,8.311653927617346e-09,3.7567240660716176e-07
61,0.04877093262343844,0.04877092422407753,8.399360915123388e-09,1.722206335477539e-07
62,0.1486781971224892,0.14867818873760305,8.384886146517445e-09,5.6396205420822525e-08
63,1.0000272223661726,1.0000272139801056,8.386066951970861e-09,8.385838669599933e-09
