block,m2,Rp,C1
1,0.07713276821063138,-0.06514285714285714,627685.9645714286
2,0.07586906970522451,-0.18,619718.8177142857
3,0.075244300530667,-0.12285714285714286,619267.7651428571
4,0.0785535307672389,-0.08742857142857142,628238.6937142857
5,0.07604905642820703,-0.128,622990.5274285715
6,0.08268246769051091,0.04342857142857143,651606.1525714286
7,0.07370831477305381,-0.17885714285714285,609815.0977142857
8,0.07263333552072154,-0.2257142857142857,602877.8434285715
9,0.07809607369626045,-0.07085714285714285,630778.1725714286
10,0.07762820615693047,-0.10228571428571429,627959.6788571428
11,0.07610398921150899,-0.16228571428571428,621025.2331428571
12,0.07416882422878662,-0.192,612033.3108571429
13,0.07748086785847967,-0.11428571428571428,626648.5491428572
14,0.0830746848487264,0.04914285714285714,655383.3537142858
15,0.07429925839150264,-0.18342857142857144,615404.7788571429
16,0.08020447861778303,-0.045714285714285714,638066.2325714285
17,0.07414131537720157,-0.19371428571428573,610497.996
18,0.07770442109376173,-0.054857142857142854,627277.5948571429
19,0.0757003700771723,-0.13028571428571428,621697.1342857142
20,0.08108307164557141,0.036571428571428574,646938.7017142858
