distance,exact,compact,absolute_error,relative_error
1,1.0002208640114996,1.0002208643493715,3.3787195263812464e-10,3.3779734536135424e-10
2,0.1541165878962922,0.15411658822728397,3.3099176177664447e-10,2.1476712292603746e-09
3,0.05172396107602946,0.05172396148644737,4.104179079922332e-10,7.93477335173454e-09
4,0.023917642321905377,0.023917642474029176,1.5212379966822454e-10,6.360317527154396e-09
5,0.013208477980288656,0.013208478863339111,8.830504556744945e-10,6.685482286394337e-08
6,0.008179127826799668,0.008179127453380597,3.734190717058494e-10,4.565512113434728e-08
7,0.005494807621257087,0.005494808311710019,6.904529318077501e-10,1.256555241600597e-07
8,0.003929541955476391,0.003929542797199424,8.417230332874448e-10,2.1420385450125576e-07
9,0.002957233707967448,0.0029572333623044044,3.4566304376107415e-10,1.1688729329365504e-07
10,0.002325548114811413,0.002325548194678944,7.986753099153976e-11,3.434352980394753e-08
11,0.0019029782524897197,0.0019029789088878682,6.563981485088743e-10,3.4493202833510593e-07
12,0.0016165966374391539,0.001616597243310005,6.058708511020444e-10,3.747817093457541e-07
13,0.001424168343346547,0.0014241686785832954,3.3523674851723695e-10,2.35391237337497e-07
14,0.0013007104329793905,0.001300710670572003,2.375926124679323e-10,1.826637247182724e-07
15,0.0012316786845789076,0.0012316789915320688,3.0695316123943717e-10,2.492152905482649e-07
16,0.0012094584063723035,0.0012094587674722605,3.6109995701048836e-10,2.98563352908998e-07
17,0.0012316786845789076,0.0012316789915320688,3.0695316123943717e-10,2.492152905482649e-07
18,0.0013007104329793905,0.001300710670572003,2.375926124679323e-10,1.826637247182724e-07
19,0.001424168343346547,0.0014241686785832954,3.3523674851723695e-10,2.35391237337497e-07
20,0.0016165966374391539,0.001616597243310005,6.058708511020444e-10,3.747817093457541e-07
21,0.0019029782524897197,0.0019029789088878682,6.563981485088743e-10,3.4493202833510593e-07
22,0.002325548114811413,0.002325548194678944,7.986753099153976e-11,3.434352980394753e-08
23,0.002957233707967448,0.0029572333623044044,3.4566304376107415e-10,1.1688729329365504e-07
24,0.003929541955476391,0.003929542797199424,8.417230332874448e-10,2.1420385450125576e-07
25,0.005494807621257087,0.005494808311710019,6.904529318077501e-10,1.256555241600597e-07
26,0.008179127826799668,0.008179127453380597,3.734190717058494e-10,4.565512113434728e-08
27,0.013208477980288656,0.013208478863339111,8.830504556744945e-10,6.685482286394337e-08
28,0.023917642321905377,0.023917642474029176,1.5212379966822454e-10,6.360317527154396e-09
29,0.05172396107602946,0.05172396148644737,4.104179079922332e-10,7.93477335173454e-09
30,0.1541165878962922,0.15411658822728397,3.3099176177664447e-10,2.1476712292603746e-09
31,1.0002208640114996,1.0002208643493715,3.3787195263812464e-10,3.3779734536135424e-10
