block,m2,Rp,C1
1,0.16812605941593647,0.4036,6528.647
2,0.16093381546139718,0.311,6367.7452
3,0.1624485281765461,0.3314,6409.0392
4,0.16589356257617474,0.3952,6492.0584
5,0.16255571530759336,0.3544,6420.57
6,0.16491302201747896,0.356,6476.97
7,0.17063139747977257,0.4492,6616.4534
8,0.1654500252366066,0.3944,6481.4568
9,0.1633558916181326,0.3566,6432.4152
10,0.16400167768299578,0.3588,6450.662
11,0.16194807292222976,0.3158,6387.4636
12,0.15926328176856042,0.3092,6338.3314
13,0.16106895696520807,0.3526,6380.5156
14,0.16168988764584064,0.3356,6390.2488
15,0.16524044698476792,0.3858,6482.8502
16,0.16694032362401484,0.3998,6520.1636
17,0.16445261838436126,0.345,6431.2444
18,0.15950715198218823,0.3228,6335.043
19,0.16004329386651517,0.3264,6352.5372
20,0.1622288388311863,0.3576,6423.1302
