block,m2,Rp,C1
1,0.27904253253936767,-0.048,2073.6672
2,0.27964567427635195,-0.0418,2073.4456
3,0.284062077999115,-0.0106,2092.7348
4,0.28297847657203673,-0.0352,2086.7384
5,0.28253029227256776,-0.0058,2091.8828
6,0.28130196623802184,-0.0468,2077.7392
7,0.2701831678390503,-0.1296,2031.9564
8,0.27514618501663207,-0.0794,2060.4842
9,0.28921965060234067,0.0382,2112.7896
10,0.2804923873901367,-0.0456,2079.5268
11,0.2841573106765747,-0.0318,2097.063
12,0.280727424621582,-0.0388,2078.5238
13,0.28073968844413755,-0.0436,2073.885
14,0.2865795386314392,-0.006,2103.996
15,0.28229112844467164,-0.0334,2085.4978
16,0.2877779191017151,0.0306,2116.4892
17,0.28172555389404297,-0.0488,2081.3458
18,0.28501370792388914,-0.011,2100.7816
19,0.28396761832237244,0.0208,2103.9282
20,0.29034293484687806,0.0362,2124.6176
