block,m2,m4,R0,R2,C1
1,0.3810566269636154,0.1711020630560396,0.2365,0.4742,2434.42
2,0.38806899411678314,0.17509746526663494,0.2187,0.4866,2461.1979
3,0.38330172882080077,0.17229117960110726,0.2295,0.4749,2440.8846
4,0.39422562422752383,0.17997215155992366,0.2114,0.4978,2481.9224
5,0.38870785541534425,0.17587914190164114,0.2155,0.4843,2463.5164
6,0.3895823833227158,0.17645856739911564,0.224,0.4827,2462.4891
7,0.3806204997062683,0.17143074112211706,0.2357,0.4718,2430.743
8,0.3822821958303452,0.1716695053576576,0.2336,0.472,2442.8457
9,0.39343380665779115,0.17896474090481865,0.2128,0.4915,2478.4924
10,0.38849264538288114,0.17578727875793573,0.2208,0.4941,2463.956
11,0.3834597925901413,0.17160738307842005,0.2284,0.4768,2443.7001
12,0.38356286120414734,0.1726748115330601,0.2311,0.4761,2440.9113
13,0.3824800814628601,0.171109345442018,0.2258,0.4771,2440.5833
14,0.39107312471866607,0.17704452324409836,0.2163,0.4877,2475.1846
15,0.38292539932727815,0.17232249140854639,0.2271,0.486,2442.4178
16,0.39664838500022886,0.18168084641604473,0.2114,0.5015,2487.9016
17,0.37924317529201507,0.17023147324757487,0.2374,0.4687,2430.136
18,0.37792995703220367,0.16845956020335728,0.2429,0.4671,2422.4104
19,0.38519615375995636,0.1730888420323695,0.2272,0.4787,2450.0681
20,0.3870349957704544,0.1751482192383735,0.2242,0.4828,2460.6356
21,0.37130822353363035,0.16423797047811073,0.2517,0.4553,2402.6864
22,0.38613743290901187,0.1734346148314726,0.2291,0.477,2454.0737
23,0.3879852809906006,0.17508328519831964,0.2247,0.4707,2456.0617
24,0.3889241438150406,0.17648929492645257,0.2164,0.4869,2464.6254
25,0.3910086237192154,0.1775088274207852,0.2189,0.4829,2466.8504
26,0.38774435410499575,0.17527224356946225,0.227,0.4846,2459.8314
27,0.38662262156009675,0.17456723778132505,0.2239,0.4775,2456.1163
28,0.3810560378313065,0.17000333977557175,0.2285,0.4737,2435.9353
29,0.3831278734922409,0.17259198936071482,0.2306,0.473,2441.4685
30,0.3898395944833756,0.1765547618640317,0.2201,0.4853,2465.7907
31,0.3851877887010574,0.1732279682533407,0.2256,0.4808,2448.9329
32,0.3823771313905716,0.17147472990933715,0.231,0.4757,2439.2178
33,0.3773933472394943,0.16755804025519766,0.2392,0.4647,2422.5936
34,0.3832626800775528,0.1714800548299463,0.2325,0.4741,2439.5278
35,0.38328344869613645,0.17230428530197175,0.2279,0.4709,2439.659
36,0.3837802572488785,0.17298241251308677,0.2293,0.482,2444.5911
37,0.39069626462459567,0.17737353587354168,0.2253,0.4872,2464.9858
38,0.39418621304035184,0.17976719972931784,0.2158,0.4948,2482.4813
39,0.37617494947910307,0.16737158710758362,0.2402,0.4623,2417.535
40,0.376203040599823,0.1676153045451639,0.2509,0.4559,2414.0832
41,0.3896337686061859,0.17674532617414843,0.2182,0.4907,2461.5863
42,0.38573027732372284,0.1740206947581721,0.2255,0.4843,2450.7984
43,0.38277917592525484,0.17110355853808068,0.2271,0.4732,2441.4187
44,0.39390198962688444,0.1796811738732122,0.2181,0.4912,2477.2219
45,0.3905504498243332,0.17782723821335966,0.2237,0.4922,2459.8183
46,0.3935010410308838,0.1798552979995634,0.2142,0.5016,2474.0994
47,0.39009943821430204,0.17648549226101992,0.2227,0.4839,2464.7671
48,0.3808312440395355,0.16954667215946465,0.238,0.4687,2433.4534
49,0.39007800645828244,0.17698325047088562,0.2249,0.4821,2462.5607
50,0.38383067548274996,0.17254018872925392,0.2318,0.479,2446.3661
51,0.3810680656433105,0.16978757130043493,0.2333,0.468,2433.7515
52,0.3858367527961731,0.17367083690822796,0.2212,0.4836,2453.4654
53,0.38358892753124235,0.172859203868827,0.2346,0.4775,2444.1319
54,0.38852629170417785,0.1757335018454137,0.2251,0.4816,2462.4947
55,0.3861264759540558,0.17474891422846828,0.2255,0.4817,2450.8318
56,0.391068784570694,0.1773306705964703,0.2094,0.4985,2470.0069
57,0.38451663448810575,0.17216863489666243,0.2202,0.4817,2452.3047
58,0.3945072772026062,0.1799562269502055,0.2089,0.4972,2481.5315
59,0.37914478678703306,0.16900596708540105,0.2359,0.4667,2426.7475
