block,m2,Rp,C1
1,0.008841574052069336,-1.9634,17222.2134
2,0.008955272553383839,-1.9678,17007.7152
3,0.009193584061122966,-1.9636,17228.7032
4,0.008460563860938419,-1.9606,16693.7498
5,0.009197229866229463,-1.9608,17471.6796
6,0.008826325076050126,-1.9572,17041.7572
7,0.008496381142246536,-1.9726,16491.17
8,0.009202731304732151,-1.9706,17297.182
9,0.008875369206187315,-1.973,17198.0964
10,0.009061179230513517,-1.9726,17159.2578
11,0.009096779979020357,-1.961,17310.3368
12,0.009068362956913188,-1.969,17444.6614
13,0.008999607570527587,-1.9722,17412.8222
14,0.00914657439608127,-1.9706,17232.6386
15,0.008767793698247988,-1.968,17123.3528
16,0.008568021894199774,-1.971,16819.6086
17,0.008466339169477578,-1.9726,16697.0842
18,0.009338358554430305,-1.9604,17492.1944
19,0.008739503311167936,-1.97,16817.4176
20,0.008816002714994829,-1.965,17045.8558
