block,m2,Rp,C1
1,0.06722926203428652,-0.22,256992.636
2,0.06821478908438779,-0.22613333333333333,259616.43253333334
3,0.06352519754063396,-0.32666666666666666,249524.29093333334
4,0.06612085441408175,-0.2432,255183.65386666666
5,0.06659293742702672,-0.2496,255621.00613333334
6,0.06580854079699687,-0.2501333333333333,254994.38746666667
7,0.06853672082412134,-0.1976,261119.42986666667
8,0.06910080218437555,-0.1776,261383.95573333334
9,0.06685507920611222,-0.2168,256096.24533333333
10,0.06331894253870997,-0.32693333333333335,247320.5736
11,0.06645887572643502,-0.19306666666666666,256473.31093333333
12,0.0675472356869975,-0.20266666666666666,258105.11493333333
13,0.06775987830125862,-0.22533333333333333,257878.29893333334
14,0.06395894026237463,-0.292,249979.82533333334
15,0.06563289090308633,-0.26853333333333335,253500.41146666667
16,0.06830704654694321,-0.20693333333333333,259176.79866666667
17,0.06395979898757165,-0.31146666666666667,248443.5832
18,0.06424256186585214,-0.3112,249468.9176
19,0.06804938921203914,-0.19573333333333334,259005.9296
20,0.07042761954377832,-0.14746666666666666,263523.9226666667
