block,m2,m4,Qm,chi,Rp,C1
1,0.38462494546175,0.1728703047285439,0.8557649557207457,1575.423776611328,0.02725,2449.36975
2,0.3860198917984963,0.17549118784634674,0.849110195747215,1581.1374768066407,0.01625,2446.037
3,0.37640494453907014,0.16805298850018782,0.843071483214368,1541.7546528320313,-0.045,2413.07425
4,0.3995473771095276,0.18384736708646482,0.8683186987389601,1636.546056640625,0.10775,2495.18075
5,0.3810322394967079,0.17065691933567917,0.8507452736229176,1560.7080529785155,-0.00325,2430.7965
6,0.3877578229904175,0.17558218833359274,0.8563290543150243,1588.25604296875,0.00875,2447.458
7,0.38911470770835876,0.17541649394746833,0.8631472009713296,1593.8138427734375,0.05325,2466.50475
8,0.37163629531860354,0.1637159145479148,0.8436170446808613,1522.222265625,-0.03075,2405.891
9,0.396088630259037,0.1811375297895231,0.8661164983467403,1622.3790295410156,0.103,2489.77
10,0.38974808317422865,0.1761847616690805,0.8621833517208415,1596.4081486816406,0.05475,2465.3145
11,0.3781643711328507,0.17046250992865597,0.8389427778234521,1548.9612641601564,0.001,2422.25125
12,0.3933027111887932,0.18046213445124898,0.8571716338102122,1610.9679050292968,0.049,2472.44525
13,0.3867321920394897,0.17378853621541232,0.8605963984545315,1584.05505859375,0.01925,2454.67075
14,0.38614464753866196,0.17362590499709302,0.8587871079793878,1581.6484763183594,0.0485,2452.83125
15,0.36790523540973663,0.16153750961660526,0.837912275378919,1506.9398442382812,-0.05875,2396.57625
16,0.3802960234284401,0.1709495456035745,0.8460102360895694,1557.6925119628906,-0.04775,2414.44325
17,0.3957037634253502,0.18174500339613564,0.8615448318416595,1620.8026149902344,0.07475,2483.27275
18,0.37572791266441347,0.16729532219115173,0.8438458559759042,1538.9815302734376,-0.03125,2410.117
19,0.3798071292638779,0.16927855375512715,0.85216616186561,1555.6900014648438,-0.005,2420.85375
20,0.39427406454086306,0.1799529954717609,0.8638480152110997,1614.946568359375,0.083,2483.83425
21,0.3912970969080925,0.1773294857834615,0.8634402641626626,1602.7529089355469,0.05175,2472.25975
22,0.3832279010415077,0.17326482266913512,0.8476251663450984,1569.7014826660156,-0.0085,2444.69375
23,0.3902802298069,0.17714139926905842,0.8598704673590802,1598.5878212890625,0.02125,2468.96925
24,0.3789357023835182,0.16864505470141608,0.8514466480806007,1552.1206369628906,-0.01375,2422.5225
25,0.3954572080373764,0.1797313599560658,0.8701119461119332,1619.7927241210937,0.0705,2479.0285
26,0.3777614639401436,0.1685225808030949,0.8467928924310639,1547.3109562988282,-0.029,2420.151
27,0.39252798223495483,0.1771188238190265,0.8699144083910385,1607.794615234375,0.03875,2475.6355
28,0.39353197383880617,0.17946925464865843,0.8629189146444394,1611.90696484375,0.07125,2480.03125
29,0.3820687603354454,0.17092308232651754,0.8540481229176662,1564.9536423339844,0.00875,2442.43925
30,0.39406108045578003,0.18101304273607144,0.8578615815899571,1614.074185546875,0.06625,2476.6925
31,0.3844487828016281,0.17309741371180862,0.8538594738551574,1574.7022143554686,0.01825,2449.7265
32,0.38548446297645567,0.17412214189520664,0.8534139861757417,1578.9443603515624,0.00675,2448.34375
33,0.3865569902062416,0.17547368946794797,0.8515596106195886,1583.3374318847657,0.024,2444.65425
34,0.3806742642521858,0.16980801839355927,0.8533925360820267,1559.241786376953,0.0035,2436.28025
35,0.392719662129879,0.1778815609837506,0.867030467747554,1608.5797360839845,0.0845,2481.16675
36,0.37324083006381986,0.16481302931835207,0.8452530591961949,1528.7944399414062,-0.014,2415.26325
37,0.39350207477807997,0.17837771598184496,0.8680674152729562,1611.7844982910156,0.1045,2487.21375
38,0.3957834451198578,0.18169693887027313,0.8621198375982746,1621.1289912109376,0.08375,2482.11075
39,0.3863619616627693,0.17315466042567068,0.8620938359552965,1582.5385949707031,0.028,2455.5625
40,0.40945719194412233,0.1897597356420307,0.8835129932465566,1677.136658203125,0.16,2536.18
41,0.3848827676773071,0.17252717716521726,0.8586168700429477,1576.47981640625,-0.00625,2443.569
42,0.3879512814879417,0.17398336047075583,0.8650608678950893,1589.0484489746093,0.0805,2465.59425
43,0.3978709535598755,0.1825291422565602,0.8672658717923448,1629.67942578125,0.06775,2495.69275
44,0.3938056405186653,0.17843277061739257,0.8691390150347174,1613.027903564453,0.08225,2487.06275
45,0.3843252369165421,0.17349740540749045,0.8513434963712676,1574.1961704101564,0.0385,2452.77825
46,0.3889855442643166,0.1769116778183066,0.8552841480708021,1593.2847893066407,0.0255,2461.2305
47,0.39433482313156126,0.17974731321136034,0.8651030713952937,1615.195435546875,0.04125,2477.27275
48,0.39364534175395965,0.17787388121406203,0.8711602514486619,1612.3713198242187,0.0815,2484.27975
49,0.3973378136754036,0.1809903800852515,0.8722968486059045,1627.4956848144532,0.09825,2497.57425
50,0.3709256731271744,0.16299977875596883,0.8440861456065579,1519.3115571289063,-0.046,2403.862
