block,m2,m4
1,0.1645666147828102,0.03684980807112521
2,0.15619638522863388,0.032672156644276765
3,0.15094428812265395,0.029570888031410208
4,0.16602348017692567,0.03774001728915906
5,0.14708010814189912,0.030722429671178185
6,0.18748221694231032,0.04422412067743165
7,0.17719927234649657,0.041234720719619325
8,0.1468086924791336,0.03170770367650533
9,0.17278101587295533,0.037893163696102114
10,0.15811623796224594,0.03399066705659241
11,0.15681214648485184,0.032673533090795785
12,0.1884031185269356,0.0436136431389746
13,0.16859676121473313,0.03762307858495596
14,0.1901551185965538,0.044027954630700514
15,0.17554152212142946,0.0377858200918885
16,0.1601387600183487,0.03517626588912528
17,0.1214272678732872,0.02319184817220191
18,0.1915230366230011,0.04392727639427351
19,0.14315185245275497,0.030523580803910533
20,0.18362782626152038,0.04361225950143213
21,0.15371895159482957,0.032028432003953125
22,0.17794440883398055,0.04099695496109616
23,0.16043663963079452,0.033387089217191565
24,0.16808265447616577,0.03813346250234423
25,0.1786897011399269,0.04109733316947605
26,0.1316026447057724,0.02623733464940247
27,0.18696479666233062,0.04298155916527346
28,0.16236722172498702,0.032617810104508996
29,0.19674151031970977,0.0459914811164317
30,0.15148291825056076,0.03172474289409157
31,0.1068362931728363,0.020708278968772288
32,0.15583139712810518,0.03192325754218261
33,0.18687207485437393,0.04178621131891826
34,0.1968238754630089,0.046052266166126614
35,0.14581822259426117,0.031151995564984093
36,0.15972753303050996,0.03544876605067796
37,0.17168981226682664,0.03808699714054568
38,0.15245469323396682,0.03236962923133485
39,0.17738950511217116,0.03865445303060304
40,0.19031925051212312,0.04412692440446797
41,0.120267265188694,0.02162160909184369
42,0.16342093201875688,0.03455805726440491
43,0.15984717898368836,0.03495016911055108
44,0.1904372777581215,0.044853604052405134
45,0.15185320219993592,0.03393977632747095
46,0.16581678904294966,0.037441619263306594
47,0.14807503221035004,0.02915252955877616
48,0.19051155332326888,0.044240654273978906
49,0.14752776824235916,0.03292285683759087
50,0.1601651697874069,0.03442754307131769
