distance,exact,compact,absolute_error,relative_error
1,1.0004647301105387,1.000464667466907,6.264363161534447e-08,6.261453275661516e-08
2,0.1772461383321159,0.1772460756807835,6.265133239979903e-08,3.534707892050419e-07
3,0.06462745078140957,0.06462738823563752,6.254577204767298e-08,9.677895583290531e-07
4,0.03173885427611635,0.031738791356622574,6.291949377484896e-08,1.9824122580945272e-06
5,0.018392566940879748,0.018392505121167312,6.181971243593432e-08,3.3611247758208445e-06
6,0.011863541007197805,0.011863477158266012,6.384893179271767e-08,5.381945555208135e-06
7,0.00826078477684929,0.008260722872237962,6.190461132767056e-08,7.493793023292071e-06
8,0.0061006939790711045,0.006100631852909361,6.212616174370439e-08,1.0183458137194379e-05
9,0.004726981228729981,0.00472691759192855,6.363680143083028e-08,1.3462461209715416e-05
10,0.0038165936372094233,0.003816530641152501,6.299605692216409e-08,1.6505832925987082e-05
11,0.003197346994353963,0.0031972848095311477,6.21848228153643e-08,1.9448881502437306e-05
12,0.0027718823842446164,0.0027718201476140303,6.223663058611134e-08,2.245283960815381e-05
13,0.0024828715791844454,0.0024828089621495458,6.261703489962925e-08,2.5219602747314547e-05
14,0.0022959343537523064,0.0022958715744513074,6.277930099905793e-08,2.734368293085386e-05
15,0.002190840719604981,0.002190778011127283,6.270847769784121e-08,2.8623019983464546e-05
16,0.002156921041272561,0.0021568583983649125,6.26429076484511e-08,2.904274493585191e-05
17,0.002190840719604981,0.002190778011127283,6.270847769784121e-08,2.8623019983464546e-05
18,0.0022959343537523064,0.0022958715744513074,6.277930099905793e-08,2.734368293085386e-05
19,0.0024828715791844454,0.0024828089621495458,6.261703489962925e-08,2.5219602747314547e-05
20,0.0027718823842446164,0.0027718201476140303,6.223663058611134e-08,2.245283960815381e-05
21,0.003197346994353963,0.0031972848095311477,6.21848228153643e-08,1.9448881502437306e-05
22,0.0038165936372094233,0.003816530641152501,6.299605692216409e-08,1.6505832925987082e-05
23,0.004726981228729981,0.00472691759192855,6.363680143083028e-08,1.3462461209715416e-05
24,0.0061006939790711045,0.006100631852909361,6.212616174370439e-08,1.0183458137194379e-05
25,0.00826078477684929,0.008260722872237962,6.190461132767056e-08,7.493793023292071e-06
26,0.011863541007197805,0.011863477158266012,6.384893179271767e-08,5.381945555208135e-06
27,0.018392566940879748,0.018392505121167312,6.181971243593432e-08,3.3611247758208445e-06
28,0.03173885427611635,0.031738791356622574,6.291949377484896e-08,1.9824122580945272e-06
29,0.06462745078140957,0.06462738823563752,6.254577204767298e-08,9.677895583290531e-07
30,0.1772461383321159,0.1772460756807835,6.265133239979903e-08,3.534707892050419e-07
31,1.0004647301105387,1.000464667466907,6.264363161534447e-08,6.261453275661516e-08
