block,m2,Rp,C1
1,0.17063073139190674,-0.3594,1572.1028
2,0.1604035262107849,-0.445,1521.8574
3,0.15815437088012696,-0.4746,1507.5384
4,0.16546240930557252,-0.3876,1543.317
5,0.16229441685676574,-0.4142,1531.4794
6,0.1582881254196167,-0.455,1511.2452
7,0.16427520542144775,-0.3998,1546.2526
8,0.1560141902923584,-0.4796,1494.0822
9,0.17312633905410765,-0.3222,1582.1236
10,0.1647048538684845,-0.3762,1550.7706
11,0.16220152416229247,-0.4114,1535.7654
12,0.15965834741592408,-0.4132,1520.1718
13,0.16077809534072876,-0.4626,1523.2892
14,0.17051690950393678,-0.3264,1584.3416
15,0.15969649319648743,-0.4502,1515.4618
16,0.16512884788513182,-0.389,1547.3496
17,0.16160875358581542,-0.4262,1526.3484
18,0.15605600171089173,-0.4834,1491.6078
19,0.16428651547431947,-0.4198,1537.986
20,0.16744291520118712,-0.3838,1560.1538
