block,m2,Rp,C1
1,0.04188963586401451,-0.173,807994.552
2,0.037656290343996486,-0.329,758352.343
3,0.039068511918708734,-0.306,771337.784
4,0.03567641517927541,-0.37,735888.745
5,0.03507502674432385,-0.495,723410.621
6,0.035163337694981464,-0.434,731106.26
7,0.030435170723989814,-0.696,670277.992
8,0.033949378042327456,-0.563,703404.914
9,0.0343404167749427,-0.478,725388.867
10,0.03969569738680957,-0.292,783327.005
11,0.03848530888947289,-0.275,775947.779
12,0.035264018660431704,-0.502,726381.087
13,0.03522921085077519,-0.471,732780.578
14,0.03582154502026242,-0.425,745440.562
15,0.03579785393904149,-0.411,742860.498
16,0.03880955845858875,-0.298,775678.912
17,0.039790701911897486,-0.25,782880.395
18,0.03691585840728635,-0.336,759144.58
19,0.041327442553561924,-0.191,804758.556
20,0.038474122540411146,-0.272,774712.222
