block,m2,Rp,C1
1,0.11795082497596741,-0.902,1256.801
2,0.12499026780128479,-0.8532,1288.749
3,0.1256116253376007,-0.8474,1303.3548
4,0.1250519528865814,-0.821,1304.1618
5,0.1236483657360077,-0.8476,1290.1414
6,0.12675131092071534,-0.7968,1306.8378
7,0.12162578330039978,-0.8698,1273.071
8,0.12704764227867127,-0.7972,1309.9748
9,0.12512549510002136,-0.8316,1299.226
10,0.11571188426017762,-0.9428,1240.7358
11,0.12375814566612243,-0.8682,1282.0702
12,0.12276672863960267,-0.836,1293.0898
13,0.12583408484458924,-0.8204,1300.977
14,0.1272812418937683,-0.8336,1306.3368
15,0.12349013061523438,-0.8642,1291.039
16,0.12008145895004273,-0.8822,1273.9264
17,0.11013984699249267,-0.9984,1203.5158
18,0.12391407322883606,-0.8576,1287.0916
19,0.13028472986221312,-0.7862,1326.7984
20,0.12243073348999023,-0.863,1278.5958
