block,m2,Rp,C1
1,0.07346340583250112,-0.2614,150860.5276
2,0.06984931818071616,-0.311,146537.9824
3,0.07095797031811082,-0.2952,147407.0178
4,0.07198860384955726,-0.2664,148930.6946
5,0.07392996279256718,-0.2322,150832.3102
6,0.0717311691976026,-0.2628,149507.4804
7,0.07093600307633802,-0.317,147725.9676
8,0.07094889999992549,-0.3166,147713.345
9,0.07324702253144832,-0.2416,150781.2238
10,0.0698143377126712,-0.3294,146559.5372
11,0.07475091717131897,-0.2024,152499.6476
12,0.07390033503743235,-0.237,151719.5224
13,0.07138091234915694,-0.3048,147895.0194
14,0.07261856804436741,-0.262,149784.3314
15,0.07127319811321335,-0.269,148859.1778
16,0.07278243801897784,-0.2344,150392.9692
17,0.07075918837973136,-0.2902,147643.9422
18,0.07414150315485896,-0.2184,151805.6874
19,0.06812107371349393,-0.3502,144027.6108
20,0.07443853077676932,-0.1934,152448.7368
