block,m2,m4
1,0.13178312810361387,0.023532104588801186
2,0.11594716397002339,0.019203075655008933
3,0.15505456479564309,0.027001293865773733
4,0.09879124279469252,0.01650505204217632
5,0.09156010151058436,0.01172174769682516
6,0.12686092393770815,0.021004236783088128
7,0.1328554380223155,0.021776804433521743
8,0.12317109401449561,0.019765528608727743
9,0.13421025268658995,0.020807797225467658
10,0.12079594460502267,0.020481546993314025
11,0.10932889062091708,0.01593762003214481
12,0.14727433457896114,0.02580884813166564
13,0.08239754790216684,0.011818183208603634
14,0.18017403726577758,0.03469563410641441
15,0.1689421838209033,0.030894434492459346
16,0.11366198180392384,0.017677899707689376
17,0.1240219699382782,0.020796996502401247
18,0.11631133717596531,0.018738118190420216
19,0.13140975120812654,0.022011846070576293
20,0.11660072834044695,0.01996474763245056
21,0.12133130007758737,0.02019557784182981
22,0.15822024138495325,0.028390474767806546
23,0.13910514075309038,0.024475836104263793
24,0.13598484664410354,0.024062199761188178
25,0.07621136617809535,0.010945321671186862
26,0.13004043976217508,0.021103562294825143
27,0.14010769102796913,0.02346285034094213
28,0.11974898593798279,0.018675274887092537
29,0.1254200334623456,0.02123409565086323
30,0.10770786648541689,0.017511161433885463
31,0.11903536642491817,0.019400571923839437
32,0.13257170538157226,0.021605281760950112
33,0.1558508336596191,0.028671886480576312
34,0.1427431430630386,0.024587945186192735
35,0.060352801125496625,0.008798494051010719
36,0.12281881998032332,0.019711632921060835
37,0.12705723569616675,0.02176664904822423
38,0.1123018136844039,0.017562928550665633
39,0.1308818087182939,0.021377597026440754
40,0.12075843162387609,0.02065885440231943
41,0.11429589642435312,0.01959360126653781
42,0.13954419827237724,0.022850875738875533
43,0.13686735290959479,0.024974600326735267
44,0.1517107490092516,0.025815102371160907
45,0.06554536247476936,0.0089681246781673
46,0.10015776664912701,0.015479499925338718
47,0.1431131886154413,0.024155501929901915
48,0.17833746046200394,0.034366398794507085
49,0.14751989591941236,0.024444497078907966
50,0.11931776395067573,0.019093712180376223
