block,m2,m4,R0,R2,C1
1,0.3223415697425604,0.12189391367951505,0.2314,0.4775,8961.5998
2,0.32637685012072326,0.12444821085723534,0.2241,0.4878,9006.1381
3,0.32140256505459547,0.12188132262917518,0.2393,0.4755,8945.5567
4,0.3293718791618943,0.12546033095497963,0.2208,0.488,9076.4274
5,0.32168974009603263,0.12139595224943782,0.2276,0.4784,8958.348
6,0.32040534950345756,0.12106268995212402,0.2392,0.4609,8942.8102
7,0.3277669406875968,0.12492525269721719,0.2178,0.4918,9061.1976
8,0.32201551518887284,0.12129194509119161,0.2257,0.4684,8962.8829
9,0.32254657693058253,0.12189360119245407,0.2308,0.4801,8960.2867
10,0.3230292501702905,0.12212057733164611,0.2279,0.4766,8960.843
11,0.3260415981173515,0.1240400358978809,0.2221,0.4905,9032.7139
12,0.3254841670110822,0.12332071677057146,0.2216,0.485,9022.0169
13,0.3218350308820605,0.12171948093693181,0.2295,0.4722,8955.0542
14,0.31568041526526214,0.11805474436793238,0.2454,0.4579,8853.4879
15,0.3270378229111433,0.12377982064461926,0.2172,0.4909,9059.6326
16,0.32578334975391626,0.12364010174102823,0.2245,0.481,9023.9451
17,0.31949194614291193,0.12002663616367859,0.2336,0.4657,8906.8381
18,0.324844399343431,0.12291677911710416,0.227,0.4837,8992.0858
19,0.31900989183485506,0.11922647302476484,0.235,0.4675,8910.1087
20,0.3213451476201415,0.12132030213720486,0.2335,0.4707,8931.3382
21,0.32607522639632225,0.12330241281839877,0.2207,0.4871,9031.771
22,0.32805468575805424,0.12532019927810034,0.223,0.4776,9043.2723
23,0.3261458884701133,0.12411372622830812,0.2233,0.4835,9027.3429
24,0.32910471396893265,0.12513714599606224,0.2093,0.4968,9070.067
25,0.3227141852587461,0.12178745280686239,0.235,0.4785,8949.9906
26,0.3246575816050172,0.12401242894288378,0.2318,0.4821,8992.9117
27,0.32363653880506754,0.12183845811172873,0.2297,0.4744,8973.3185
28,0.3269944177910686,0.12458276758235436,0.2258,0.4856,9031.7721
29,0.32366918184608223,0.1231178897449454,0.2279,0.4727,8992.4825
30,0.31734038881361487,0.11908446926917866,0.2434,0.4621,8878.1201
31,0.32763532006889584,0.12430769728706842,0.2126,0.4863,9053.8831
32,0.32399841410070657,0.12207821398956953,0.2211,0.4801,8994.7849
33,0.32261962080448864,0.12204335431134532,0.234,0.4661,8967.9815
34,0.32212100809663535,0.12159706143371954,0.2338,0.4782,8961.4771
35,0.32153855920135976,0.12109735172269075,0.2277,0.4741,8961.211
36,0.32649405097216366,0.1240766459314395,0.2234,0.4782,9039.1863
37,0.3183521051988006,0.1199860715789944,0.2446,0.4675,8870.6861
38,0.3262485730677843,0.12442680359754352,0.224,0.4892,9004.1844
39,0.32480652529448273,0.12337775579366457,0.2288,0.485,8999.3207
40,0.328483239659667,0.12537489267988122,0.2139,0.4918,9060.3509
41,0.3253385275438428,0.12351175628107376,0.2263,0.4762,9026.0688
42,0.322907880102098,0.12244677207698733,0.2312,0.4792,8963.5132
43,0.33270620857030153,0.12850263048145089,0.2128,0.5103,9106.0971
44,0.33031445658951997,0.12691478945790413,0.2178,0.488,9063.0041
45,0.33288571747392415,0.12782786899892726,0.213,0.4939,9124.43
46,0.32785233433991673,0.1245982562392243,0.2148,0.4837,9073.5764
47,0.32603604126125574,0.12368266378393682,0.2305,0.4821,9008.0171
48,0.32039299207776784,0.1204425407909799,0.2424,0.4705,8913.6224
49,0.3211360987201333,0.12136410823437668,0.2437,0.474,8929.1153
50,0.32510978529900314,0.12355717575668813,0.2241,0.4872,9010.0614
51,0.32671844257116317,0.12410907582686109,0.2221,0.4906,9034.559
52,0.3277909616351128,0.124567324013795,0.216,0.489,9063.8365
53,0.33153472668081524,0.12758878322572076,0.2167,0.5048,9093.3659
54,0.3230358320564032,0.12281865665088426,0.2357,0.4748,8966.3768
55,0.32166754494160416,0.12139083265811694,0.2274,0.4772,8957.5865
56,0.3255404640838504,0.12327611836324787,0.2195,0.4858,9008.5012
57,0.32014690237641336,0.1201461068100305,0.2382,0.4734,8929.493
58,0.32651506132036445,0.12387378688535278,0.218,0.493,9029.3005
59,0.3255745346918702,0.12350996211343095,0.2186,0.493,9026.2136
60,0.3233729885324836,0.12254977430154985,0.2311,0.4748,8972.9516
61,0.3206053801670671,0.12169299740564236,0.2373,0.4758,8916.4544
62,0.32427591700702907,0.1231740451039678,0.2307,0.4844,8993.0786
63,0.3228063934281468,0.1219473520473334,0.2322,0.4823,8973.7405
64,0.3245636949136853,0.12280482653830309,0.2251,0.4873,8995.7965
65,0.3161052092522383,0.11865458912152117,0.2393,0.4658,8881.3717
66,0.33191930033117534,0.12812267924003443,0.212,0.4942,9098.9556
67,0.33076867105811836,0.12758732237164178,0.2219,0.4957,9068.4676
68,0.3263246543616056,0.12389149742544932,0.2157,0.4786,9032.7321
69,0.3340621571928263,0.1281942616041576,0.2088,0.5023,9152.8072
70,0.3213058750092983,0.12116910173021202,0.2308,0.4793,8950.4574
71,0.3207558631047607,0.12052688899382585,0.2335,0.475,8949.9408
72,0.32407076560258863,0.1221518450441808,0.2242,0.4807,8996.9251
73,0.32843352251648905,0.12548082989916418,0.2159,0.4908,9053.5666
74,0.31622146884202956,0.1178537391188104,0.2453,0.4572,8856.0692
75,0.3237815465942025,0.12158888397177665,0.2293,0.4784,8993.737
76,0.3140865839868784,0.11656326128276769,0.253,0.4514,8823.9288
77,0.3195360709905624,0.1194845624638024,0.2308,0.4752,8926.521
78,0.3255851687788963,0.12339245507140659,0.2269,0.4837,9014.8525
79,0.3289394137054682,0.1247334244171694,0.218,0.4931,9074.2331
80,0.32611177639812233,0.12352519642379889,0.2204,0.4781,9008.0614
81,0.333338709692657,0.12778674363389764,0.2082,0.4976,9128.5079
82,0.3234312967345119,0.12224837919512399,0.2293,0.4775,8976.2313
83,0.3234872701406479,0.12295185702291332,0.2306,0.4771,8961.3876
84,0.32370683684200047,0.12212530907359574,0.2275,0.482,8982.4745
85,0.3274325923278928,0.12393415898840562,0.2127,0.4919,9057.7657
86,0.3279872316479683,0.12512115357399292,0.2244,0.4852,9041.7624
87,0.3205130880236626,0.1206487060567522,0.2417,0.4654,8931.8152
88,0.32648633078336714,0.12377060862738404,0.2099,0.4934,9047.6535
89,0.3250970727369189,0.12381635943735946,0.2301,0.4761,8988.1897
90,0.32063617626279595,0.12081255515286278,0.2333,0.4718,8929.4768
91,0.3207081378102303,0.11993812553001103,0.2258,0.4643,8952.7554
92,0.32097356101572516,0.12131773673006671,0.2322,0.4791,8940.2327
93,0.3251187938705087,0.12291054447295019,0.2285,0.4781,8999.5092
94,0.3215597040951252,0.12085222319604022,0.2274,0.476,8954.4361
95,0.3262850831851363,0.12503624505999592,0.225,0.489,9014.7588
96,0.32688215566426515,0.12431202887447716,0.2189,0.4894,9044.8014
97,0.32086419305950403,0.1206457756684837,0.2324,0.468,8946.0278
98,0.3272750226721168,0.12500550413121791,0.2204,0.4854,9040.2596
99,0.3196120981261134,0.12065826505718387,0.2406,0.4584,8908.5018
100,0.3232792294487357,0.12193244531381715,0.225,0.4772,8980.3867
