block,m2,Rp,C1
1,0.1067717204684508,-0.1206,81237.9726
2,0.10581011211692821,-0.1092,81610.1932
3,0.10659771998196374,-0.1336,81422.1024
4,0.1022222602500231,-0.185,79471.3564
5,0.10047337195199216,-0.216,78944.5866
6,0.1029203002410708,-0.1962,79542.6928
7,0.10410412484026747,-0.1608,80187.562
8,0.11039926241544308,-0.031,83615.779
9,0.10599425185188883,-0.1,81397.8612
10,0.10694847585089738,-0.0946,82073.449
11,0.10317459342575167,-0.1456,80579.0132
12,0.09931655594031326,-0.2224,78494.0764
13,0.10449709703046829,-0.1308,80666.2684
14,0.10304449762642616,-0.1748,79826.8738
15,0.10702333156261593,-0.059,82166.553
16,0.10690466572792502,-0.0916,81866.3832
17,0.10543030232731253,-0.1182,81194.416
18,0.10206821872870205,-0.1926,79511.6406
19,0.10276306436441374,-0.1824,79551.3396
20,0.10756045251326868,-0.089,81856.8842
