block,m2,Rp,C1
1,0.021378451712802053,-1.7574,7509.5066
2,0.020923728053830564,-1.7592,7354.7718
3,0.020862972894124688,-1.7652,7350.203
4,0.021189505782164633,-1.7698,7481.5932
5,0.020283690396510064,-1.7702,7302.4768
6,0.020728780234232545,-1.7672,7225.3254
7,0.021472840583510698,-1.7504,7439.3408
8,0.021277791282348336,-1.7482,7456.1508
9,0.022049535181932152,-1.732,7609.4138
10,0.019401006660610436,-1.801,7070.0888
11,0.019680200341902675,-1.7872,7157.9568
12,0.021648723549954594,-1.7612,7557.0038
13,0.02151816757954657,-1.759,7529.7198
14,0.021750841904617846,-1.752,7522.9338
15,0.022814249337650836,-1.7448,7734.373
16,0.02125337463468313,-1.7742,7462.0516
17,0.021736658308282496,-1.7618,7566.8272
18,0.021554803777858615,-1.7538,7513.0092
19,0.022373821564018726,-1.7354,7609.2046
20,0.021465345745906233,-1.7514,7489.1194
