block,m2,Rp,C1
1,0.13148791497945786,-0.3252,5546.2536
2,0.13013320815265178,-0.3302,5537.8476
3,0.13004567023217678,-0.3218,5511.8064
4,0.12859295632839202,-0.3706,5492.3684
5,0.1249162818223238,-0.4196,5387.723
6,0.1238881110817194,-0.4242,5355.4078
7,0.13026778092086316,-0.317,5523.4916
8,0.12838118854463101,-0.3764,5448.5868
9,0.12502490883171558,-0.3952,5378.814
10,0.12229204514920712,-0.4302,5335.1932
11,0.12745648169219495,-0.379,5460.7682
12,0.12210313448607922,-0.4292,5302.4224
13,0.12956950453817845,-0.3674,5510.1504
14,0.126040811252594,-0.3796,5428.5196
15,0.1243196753770113,-0.4164,5353.0928
16,0.13065055555701255,-0.346,5523.1972
17,0.13661611630022527,-0.2476,5684.5918
18,0.1266244231134653,-0.4122,5435.4626
19,0.1270824529647827,-0.3828,5431.2798
20,0.12701247460246087,-0.3846,5451.025
