distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.0000000000000027,2.6645352591003757e-15,2.6645352591003757e-15
2,0.14865088937534013,0.14865088937579335,4.5322079422760453e-13,3.0488939294754726e-12
3,0.04874348196120343,0.04874348195827936,2.9240707077882178e-12,5.998895832094194e-11
4,0.02209708691207961,0.022097086923770493,1.169088090224868e-11,5.29068874497558e-10
5,0.011962790249769765,0.011962790215799974,3.3969790522170307e-11,2.8396210092226677e-09
6,0.007245761944783737,0.0072457620201715305,7.538779323024158e-11,1.0404398295822245e-08
7,0.004742205719235527,0.00474220559511406,1.2412146744439356e-10,2.6173783845126548e-08
8,0.0032847516220848223,0.003284751753815863,1.3173104057226381e-10,4.0103805623103555e-08
9,0.002375927033702164,0.0023759269817237106,5.1978453225604015e-11,2.1877125218198015e-08
10,0.0017782794100389228,0.0017782793611200649,4.891885789677641e-11,2.750909537647162e-08
11,0.001368264678315456,0.0013682647156524435,3.7336987451438985e-11,2.7287839877154872e-08
12,0.0010770889572940968,0.0010770889921798968,3.4885799977957266e-11,3.2388968192189694e-08
13,0.0008642826227200463,0.0008642826120978072,1.062223909092247e-11,1.2290237951901027e-08
14,0.0007049330977651856,0.000704933069587306,2.8177879625966573e-11,3.9972416836856583e-08
15,0.0005831080507453127,0.0005831080380604848,1.2684827905944107e-11,2.1753820565040574e-08
16,0.00048828125,0.0004882812584286101,8.428610131887282e-12,1.7261793550105153e-08
17,0.00041330005798268486,0.00041330007444770323,1.6465018367814444e-11,3.983792900533356e-08
18,0.00035318366665074033,0.00035318367754828286,1.0897542525485637e-11,3.085517127342728e-08
19,0.00030438804926809216,0.00030438804958907644,3.209842873268254e-13,1.0545232905780607e-09
20,0.00026434281586014104,0.0002643428084420694,7.418071636556417e-12,2.8062316021030748e-08
21,0.00023115161893187263,0.00023115160965243847,9.279434154668004e-12,4.014436151279102e-08
22,0.0002033937613324562,0.00020339375497897412,6.3534820850599805e-12,3.123734987463519e-08
23,0.00017999003066448938,0.0001799900291851605,1.4793288935412846e-12,8.218949061122332e-09
24,0.00016011023143812524,0.00016011023419824192,2.7601166794830045e-12,1.7238852599808116e-08
25,0.00014310835055998653,0.00014310835553314806,4.9731615310230626e-12,3.4751022645170304e-08
26,0.00012847638053898645,0.0001284763855299817,4.990995247297625e-12,3.8847570474505204e-08
27,0.00011581095650839697,0.00011581095994634738,3.43795040450446e-12,2.9685882132017348e-08
28,0.00010478893193290843,0.00010478893315315096,1.220242521393286e-12,1.1644765328599319e-08
29,9.514927988462354e-05,9.514927902819305e-05,8.564304864247529e-13,9.000914010733939e-09
30,8.66795303452117e-05,8.667952806527947e-05,2.279932238011609e-12,2.6303006360688654e-08
31,7.92055003783212e-05,7.920549751436321e-05,2.863957985696497e-12,3.615857449314683e-08
