distance,exact_hurwitz,periodized_fit,absolute_error,relative_error
1,1.0000272223661726,1.0000272150798197,7.286352854407596e-09,7.286154508041588e-09
2,0.1486781971224892,0.1486781898366087,7.285880510021769e-09,4.9004364130264936e-08
3,0.04877093262343844,0.04877092533421287,7.2892255703616016e-09,1.4945840028612718e-07
4,0.02212473895190495,0.022124731677331373,7.274573575466459e-09,3.2879816531530716e-07
5,0.011990703446034532,0.011990696125834865,7.3201996669131075e-09,6.104895930300056e-07
6,0.007273997797641701,0.007273990586823414,7.210818287091414e-09,9.913143346605396e-07
7,0.004770827877587333,0.004770820467264385,7.4103229481467525e-09,1.5532572413604335e-06
8,0.0033138263394606174,0.003313819184967922,7.154492695331249e-09,2.158982385448649e-06
9,0.0024055236591666437,0.00240551632090952,7.338257123484793e-09,3.0505861355888796e-06
10,0.0018084709214844735,0.0018084635861963854,7.335288088093986e-09,4.05607190082595e-06
11,0.001399128266477947,0.0013991210173204694,7.249157477637672e-09,5.181195785491575e-06
12,0.0011087066700138993,0.001108699418250988,7.251762911301626e-09,6.5407407634795905e-06
13,0.0008967420804198297,0.0008967347829765041,7.297443325613925e-09,8.137728210766539e-06
14,0.0007383282928790199,0.0007383209777056583,7.315173361586297e-09,9.907751649420995e-06
15,0.0006175402459769032,0.000617532946140882,7.299836021247563e-09,1.182082636525132e-05
16,0.0005238599928950874,0.0005238527140593301,7.278835757328246e-09,1.3894620425396689e-05
17,0.00045014433247692433,0.000450137061631599,7.2708453253359645e-09,1.6152253401321428e-05
18,0.00039142320613279736,0.0003914159297634213,7.27636937606236e-09,1.8589519635158576e-05
19,0.0003441648404469724,0.00034415755364956656,7.2867974058670425e-09,2.1172405049869594e-05
20,0.00030581282856092357,0.0003058055342827846,7.294278138968158e-09,2.3852099904680758e-05
21,0.0002744868041402074,0.00027447950835809363,7.2957821137557485e-09,2.65797189653936e-05
22,0.0002487843687193614,0.0002487770762900132,7.292429348207917e-09,2.9312248939699526e-05
23,0.0002276473079068371,0.00022764002079783363,7.287109003484326e-09,3.20105213212823e-05
24,0.00021026958150190757,0.00021026229902917508,7.282472732489387e-09,3.463398119914611e-05
25,0.0001960330405115649,0.00019602576051802115,7.279993543760077e-09,3.713656394229419e-05
26,0.0001844619174188649,0.00018445463749612936,7.279922735546184e-09,3.946572190841635e-05
27,0.00017519027370047036,0.00017518299199760956,7.2817028608012854e-09,4.156453841296633e-05
28,0.00016793856510123034,0.00016793128064318414,7.284458046204027e-09,4.337573113008967e-05
29,0.000162496757364122,0.00016248947000976568,7.287354356321765e-09,4.4846152468090755e-05
30,0.00015871226215949662,0.000158704972384454,7.289775042613154e-09,4.593076138809838e-05
31,0.00015648152731797158,0.0001564742359711444,7.291346827172215e-09,4.659557554263991e-05
32,0.0001557445077040282,0.00015573721581597184,7.291888056370176e-09,4.6819551866493056e-05
33,0.00015648152731797158,0.0001564742359711444,7.291346827172215e-09,4.659557554263991e-05
34,0.00015871226215949662,0.000158704972384454,7.289775042613154e-09,4.593076138809838e-05
35,0.000162496757364122,0.00016248947000976568,7.287354356321765e-09,4.4846152468090755e-05
36,0.00016793856510123034,0.00016793128064318414,7.284458046204027e-09,4.337573113008967e-05
37,0.00017519027370047036,0.00017518299199760956,7.2817028608012854e-09,4.156453841296633e-05
38,0.0001844619174188649,0.00018445463749612936,7.279922735546184e-09,3.946572190841635e-05
39,0.0001960330405115649,0.00019602576051802115,7.279993543760077e-09,3.713656394229419e-05
40,0.00021026958150190757,0.00021026229902917508,7.282472732489387e-09,3.463398119914611e-05
41,0.0002276473079068371,0.00022764002079783363,7.287109003484326e-09,3.20105213212823e-05
42,0.0002487843687193614,0.0002487770762900132,7.292429348207917e-09,2.9312248939699526e-05
43,0.0002744868041402074,0.00027447950835809363,7.2957821137557485e-09,2.65797189653936e-05
44,0.00030581282856092357,0.0003058055342827846,7.294278138968158e-09,2.3852099904680758e-05
45,0.0003441648404469724,0.00034415755364956656,7.2867974058670425e-09,2.1172405049869594e-05
46,0.00039142320613279736,0.0003914159297634213,7.27636937606236e-09,1.8589519635158576e-05
47,0.00045014433247692433,0.000450137061631599,7.2708453253359645e-09,1.6152253401321428e-05
48,0.0005238599928950874,0.0005238527140593301,7.278835757328246e-09,1.3894620425396689e-05
49,0.0006175402459769032,0.000617532946140882,7.299836021247563e-09,1.182082636525132e-05
50,0.0007383282928790199,0.0007383209777056583,7.315173361586297e-09,9.907751649420995e-06
51,0.0008967420804198297,0.0008967347829765041,7.297443325613925e-09,8.137728210766539e-06
52,0.0011087066700138993,0.001108699418250988,7.251762911301626e-09,6.5407407634795905e-06
53,0.001399128266477947,0.0013991210173204694,7.249157477637672e-09,5.181195785491575e-06
54,0.0018084709214844735,0.0018084635861963854,7.335288088093986e-09,4.05607190082595e-06
55,0.0024055236591666437,0.00240551632090952,7.338257123484793e-09,3.0505861355888796e-06
56,0.0033138263394606174,0.003313819184967922,7.154492695331249e-09,2.158982385448649e-06
57,0.004770827877587333,0.004770820467264385,7.4103229481467525e-09,1.5532572413604335e-06
58,0.007273997797641701,0.007273990586823414,7.210818287091414e-09,9.913143346605396e-07
59,0.011990703446034532,0.011990696125834865,7.3201996669131075e-09,6.104895930300056e-07
60,0.02212473895190495,0.022124731677331373,7.274573575466459e-09,3.2879816531530716e-07
61,0.04877093262343844,0.04877092533421287,7.2892255703616016e-09,1.4945840028612718e-07
62,0.1486781971224892,0.1486781898366087,7.285880510021769e-09,4.9004364130264936e-08
63,1.0000272223661726,1.0000272150798197,7.286352854407596e-09,7.286154508041588e-09
