block,m2,Rp,C1
1,0.05526894562826487,-0.165,939234.329
2,0.053775376959712955,-0.227,923631.711
3,0.05087588551922681,-0.339,888110.836
4,0.05099336468235811,-0.279,889045.79
5,0.05638809475883863,-0.111,941719.864
6,0.051475844408742207,-0.302,897064.408
7,0.060010039844961054,-0.01,981123.421
8,0.05713669934504719,-0.07,957390.891
9,0.04975381714283753,-0.399,880194.92
10,0.05681616516208055,-0.089,957926.107
11,0.056254059696746024,-0.196,949543.46
12,0.055900480744141536,-0.189,943396.99
13,0.05039377164513849,-0.328,883681.883
14,0.05163827193281054,-0.301,893526.094
15,0.0592401452413028,0.021,986880.404
16,0.05594818783982851,-0.085,949096.723
17,0.056017097874818095,-0.143,938153.065
18,0.054551909019944105,-0.155,927876.828
19,0.05419928395987745,-0.236,910096.522
20,0.0601284066527503,0.038,984030.344
