block,m2,Rp,C1
1,0.32763668732643125,0.3104,2290.7754
2,0.3310001749038696,0.2952,2297.8672
3,0.34525813145637513,0.4074,2353.2432
4,0.33425306034088137,0.3328,2313.1092
5,0.3375054609298706,0.3542,2318.687
6,0.3392560755252838,0.3572,2327.9056
7,0.33066560521125793,0.3266,2299.0224
8,0.33223711042404175,0.3098,2300.7396
9,0.3370713250160217,0.3484,2320.3528
10,0.32929108753204345,0.2912,2287.147
11,0.33168176279067996,0.3258,2294.5648
12,0.3293139161109924,0.2772,2291.0604
13,0.3194261724472046,0.2266,2253.5232
14,0.33785328183174135,0.3538,2323.238
15,0.32841494426727297,0.3154,2290.8866
16,0.33451947288513184,0.313,2307.7574
17,0.33084407558441165,0.295,2291.412
18,0.3372685290336609,0.3526,2322.347
19,0.3350651460170746,0.336,2310.4008
20,0.3359523673534393,0.33,2319.8166
