beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples
0.1,-17.374529469152222,0.7352104225350605,-1.0859080918220139,0.04595065140844128,1.0,100.0
0.5,-46.432293250986646,0.232364563013504,-2.9020183281866654,0.014522785188344,1.0,100.0
1.0,-49.63343211446882,0.0946818730069112,-3.102089507154301,0.00591761706293195,1.0933129070843899,91.4651234354094
2.0,-50.170662068631884,0.0022003723019177286,-3.1356663792894928,0.00013752326886985804,1.0,100.0
3.0,-50.17851171084865,0.0033541831178877804,-3.136156981928041,0.00020963644486798628,1.0,100.0
4.0,-50.18333088706589,3.316532858187616e-5,-3.1364581804416183,2.07283303636726e-6,1.0,100.0
5.0,-50.183499082300706,5.246822574822084e-6,-3.136468692643794,3.2792641092638024e-7,1.0,100.0
6.0,-50.17982273372835,0.0036999720240964767,-3.136238920858022,0.0002312482515060298,1.0,100.0
7.0,-50.183514109933995,1.3421972106987163e-5,-3.1364696318708747,8.388732566866977e-7,1.0,100.0
8.0,-50.183528039057826,1.737253573760899e-8,-3.136470502441114,1.0857834836005618e-9,1.0,100.0
9.0,-50.183528133407016,1.8829005169851736e-9,-3.1364705083379385,1.1768128231157335e-10,1.0,100.0
10.0,-50.18352814105506,2.5833341511848317e-10,-3.1364705088159415,1.6145838444905198e-11,1.0,100.0
11.0,-50.18352814249524,4.151272076421529e-11,-3.1364705089059526,2.5945450477634555e-12,1.0,100.0
12.0,-50.1835281426949,5.2443298166192924e-12,-3.136470508918431,3.277706135387058e-13,1.0,100.0
13.0,-50.179732304168844,0.0037958385440831576,-3.1362332690105528,0.00023723990900519735,1.0,100.0
14.0,-50.18352814271812,1.144593951570019e-13,-3.1364705089198823,7.153712197312618e-15,1.0,100.0
15.0,-50.183528142718735,1.3554786565099086e-14,-3.136470508919921,8.471741603186929e-16,1.0,100.0
16.0,-50.18352814271881,2.6023855811125002e-15,-3.1364705089199254,1.6264909881953126e-16,1.0,100.0
