block,m2,Rp,C1
1,0.04285613091376107,-0.28514285714285714,459281.96571428573
2,0.04428685705024936,-0.244,465476.70514285716
3,0.03861315975084694,-0.5,426812.0982857143
4,0.042904333025225276,-0.3222857142857143,456898.64685714286
5,0.03994476307855142,-0.42228571428571426,436365.07714285713
6,0.04391040335928715,-0.2537142857142857,464618.88228571427
7,0.04739574242925077,-0.12171428571428572,486535.8434285714
8,0.040013187890981176,-0.4662857142857143,433494.1811428571
9,0.03819895494385783,-0.54,424972.7268571429
10,0.040980711482446384,-0.3554285714285714,444948.0434285714
11,0.04121444679529619,-0.404,446044.12057142856
12,0.04300590886755452,-0.31485714285714284,454191.18685714283
13,0.038019718607909384,-0.5142857142857142,423368.82971428573
14,0.04353422337523998,-0.25257142857142856,459574.2165714286
15,0.044297308306583426,-0.25771428571428573,469792.284
16,0.040875293170874766,-0.38571428571428573,447813.4725714286
17,0.04185149747110752,-0.3302857142857143,451063.2222857143
18,0.04043444565548792,-0.3994285714285714,443031.36514285713
19,0.037562462557134725,-0.48342857142857143,426435.6125714286
20,0.03876359174476946,-0.4868571428571429,430981.4702857143
