distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.000000014653885,1.4653884994331179e-08,1.4653884994331179e-08
2,0.14865088937534013,0.148650845797929,4.3577411124040566e-08,2.9315271040194444e-07
3,0.04874348196120343,0.0487436718603433,1.8989913987133011e-07,3.895887865017054e-06
4,0.02209708691207961,0.022096635485566545,4.514265130664552e-07,2.0429231910188034e-05
5,0.011962790249769765,0.011963344644871712,5.543951019475191e-07,4.634329369422731e-05
6,0.007245761944783737,0.0072455315241736675,2.3042061006971204e-07,3.1800742534136534e-05
7,0.004742205719235527,0.004742047817437043,1.5790179848460678e-07,3.3297121178045717e-05
8,0.0032847516220848223,0.003284835055171074,8.343308625187104e-08,2.5400120268124355e-05
9,0.002375927033702164,0.0023760261521522503,9.911845008647724e-08,4.171780053869378e-05
10,0.0017782794100389228,0.001778294192682152,1.4782643229308001e-08,8.312891183385203e-06
11,0.001368264678315456,0.0013682251581286452,3.9520186810798955e-08,2.8883437128154455e-05
12,0.0010770889572940968,0.0010770474717696978,4.1485524399000745e-08,3.851633991608477e-05
13,0.0008642826227200463,0.0008642647120539845,1.7910666061816266e-08,2.0723158826736923e-05
14,0.0007049330977651856,0.0007049382311764703,5.133411284702523e-09,7.282125496698512e-06
15,0.0005831080507453127,0.0005831246446659549,1.6593920642194067e-08,2.8457711432699605e-05
16,0.00048828125,0.0004882980699160187,1.6819916018686633e-08,3.4447188006270224e-05
17,0.00041330005798268486,0.00041331075969632463,1.0701713639771956e-08,2.589332721608353e-05
18,0.00035318366665074033,0.00035318677267128206,3.106020541731192e-09,8.79434932873808e-06
19,0.00030438804926809216,0.0003043851335543587,2.9157137334417417e-09,9.578936296785107e-06
20,0.00026434281586014104,0.00026433660823910616,6.207621034879599e-09,2.3483222022435964e-05
21,0.00023115161893187263,0.00023114470951093193,6.909420940693365e-09,2.9891293743133074e-05
22,0.0002033937613324562,0.00020338797628607157,5.785046384640391e-09,2.8442595027211646e-05
23,0.00017999003066448938,0.00017998630215191206,3.728512577323836e-09,2.0715106073146764e-05
24,0.00016011023143812524,0.00016010874329669517,1.4881414300707899e-09,9.29448053821522e-06
25,0.00014310835055998653,0.00014310878779992667,4.3723994013638613e-10,3.0553069644465567e-06
26,0.00012847638053898645,0.00012847817637449873,1.795835512279553e-09,1.3977942908615817e-05
27,0.00011581095650839697,0.0001158134859960558,2.5294876588276283e-09,2.1841522901541924e-05
28,0.00010478893193290843,0.00010479163824649192,2.706313583484914e-09,2.5826330448884076e-05
29,9.514927988462354e-05,9.515173958099096e-05,2.459696367415674e-09,2.585091942259849e-05
30,8.66795303452117e-05,8.668147244707498e-05,1.9421018632799665e-09,2.2405542064491018e-05
31,7.92055003783212e-05,7.920679542264819e-05,1.2950443269849066e-09,1.635043426023686e-05
32,7.25834420778028e-05,7.258407501158228e-05,6.329337794841591e-10,8.720084930743737e-06
33,6.669398466562124e-05,6.669402191275176e-05,3.724713052365939e-11,5.584781102883957e-07
34,6.143742119800576e-05,6.143697866097344e-05,4.4253703231479733e-10,7.2030535085213175e-06
35,5.6730012340473174e-05,5.672922813655049e-05,7.842039226853086e-10,1.382344001582087e-05
36,5.250106616047621e-05,5.25000797052502e-05,9.864552260097407e-10,1.878924178405281e-05
37,4.869061486110715e-05,4.868955246199955e-05,1.0623991075981234e-09,2.1819381632963142e-05
38,4.524755423892675e-05,4.524652051239197e-05,1.0337265347778709e-09,2.284602012562592e-05
39,4.2128144429936165e-05,4.2127218449598015e-05,9.259803381491826e-10,2.1980088386973508e-05
40,3.929479467759173e-05,3.929402965162997e-05,7.65025961762427e-10,1.9468888132368613e-05
41,3.6715072828822024e-05,3.671449817657963e-05,5.746522423966875e-10,1.5651671047362723e-05
42,3.436089373477257e-05,3.436051859872687e-05,3.751360457012842e-10,1.0917528763859062e-05
43,3.220785090659961e-05,3.220766833786354e-05,1.8256873606897457e-10,5.6684544584614e-06
44,3.023466351546528e-05,3.02346547721193e-05,8.743345979134957e-12,2.8918284387926667e-07
45,2.8422716752936642e-05,2.842285533018748e-05,1.3857725083681613e-10,4.875580756104122e-06
46,2.6755678136971087e-05,2.6755933297010232e-05,2.551600391445649e-10,9.536668733953107e-06
47,2.5219175892585318e-05,2.521951557787917e-05,3.396852938531835e-10,1.346932569485961e-05
48,2.380052830136886e-05,2.3800921399980882e-05,3.9309861202130726e-10,1.6516381781269056e-05
49,2.248851508355014e-05,2.2488933073162553e-05,4.1798961241155475e-10,1.858680356878276e-05
50,2.1273183587779955e-05,2.1273601621346743e-05,4.180335667875552e-10,1.9650729053440217e-05
51,2.014568392084333e-05,2.014608143624278e-05,3.9751539944931844e-10,1.9732037939800946e-05
52,1.9098128230844975e-05,1.909848917400459e-05,3.609431596143765e-10,1.8899399734442297e-05
53,1.8123470223124363e-05,1.8123782972668447e-05,3.127495440833554e-10,1.72566037427152e-05
54,1.7215401684382046e-05,1.721565875896197e-05,2.570745799225407e-10,1.4932824957303253e-05
