block,m2,m4,Qm,chi,Rp,C1
1,0.33278830774500967,0.12764238209985865,0.8676433011501272,5452.403634094238,0.08075,9139.017
2,0.32382509533315895,0.12292604055210041,0.853055153298336,5305.550361938476,0.00625,8959.9215
3,0.32925107213109733,0.12565775155612524,0.8627105543191039,5394.449565795899,0.06575,9076.11775
4,0.3142346345819533,0.11631374366588755,0.8489401377578834,5148.4202529907225,-0.0305,8823.44825
5,0.3264093628674746,0.12377339557190996,0.8607913815021032,5347.891001220703,0.02175,9033.411
6,0.32773894047364593,0.12355412421281192,0.8693583786630886,5369.674800720215,0.05775,9082.3075
7,0.32726090725511314,0.1250058027059205,0.8567578392292292,5361.842704467774,0.05525,9039.8545
8,0.31631999859958887,0.11852544423869654,0.8441929254661806,5182.586857055664,-0.01,8883.4725
9,0.31877625938504933,0.11992912083734343,0.8473196738042161,5222.830233764648,0.0245,8899.42225
10,0.3112769355289638,0.11471170634205739,0.8446682006749833,5099.961311706543,-0.059,8821.01075
11,0.31972970654070376,0.12114836713221654,0.8438172768192406,5238.45151196289,0.0065,8937.43525
12,0.3197848518490791,0.12017054450312127,0.8509768504001524,5239.355012695312,-0.01325,8901.99825
13,0.3292401038222015,0.1266057368234668,0.8561937925135308,5394.269861022949,0.0145,9058.5335
14,0.31866149663180116,0.11873360158903702,0.8552351489099893,5220.94996081543,-0.026,8911.61825
15,0.33262687950208786,0.12805440565442966,0.8640127639643548,5449.7587937622075,0.07275,9078.878
16,0.3192429473660886,0.11903721429780588,0.8561697284684001,5230.476449645996,-0.00125,8923.128
17,0.3211629758551717,0.12175086231476967,0.847186254775601,5261.934196411133,-0.0075,8924.993
18,0.33451736602559684,0.1296477206895822,0.8631225260074702,5480.732524963379,0.079,9151.38025
19,0.33864595970511435,0.13145328608914217,0.872409427230518,5548.375403808594,0.11725,9209.47825
20,0.32409947880357504,0.12273437381382357,0.8558358094537186,5310.045860717773,0.0185,8990.79625
21,0.3324574027135968,0.12739448852954283,0.8676036608399995,5446.98208605957,0.07975,9117.29325
22,0.3217776651233435,0.12193412900241227,0.8491541016394367,5272.00526538086,-0.0055,8940.7405
23,0.32708812851831315,0.1250400707090213,0.855618868503197,5359.011897644043,0.03975,9022.565
24,0.3131523206979036,0.11658797000474841,0.8411191648202527,5130.687622314453,-0.04775,8828.033
25,0.32283391393348576,0.1230807194963774,0.8467754853243348,5289.310845886231,0.0125,8944.986
26,0.3212750755622983,0.12191106907575885,0.8466636783688462,5263.770838012695,-0.0235,8945.39125
27,0.3276264618523419,0.12350671605428891,0.8690952357497855,5367.83195098877,0.0405,9041.39375
28,0.32501111697778107,0.12307264750965978,0.8582916537230905,5324.982140563965,0.0325,8996.85225
29,0.32547265059128405,0.12365790753886077,0.8566572764432854,5332.543907287598,0.0465,9020.10975
30,0.32726655539870264,0.12440795057165305,0.8609047716837491,5361.935243652344,0.02925,9051.551
31,0.3171560364253819,0.11911238730156803,0.8444793502995638,5196.2845007934575,-0.043,8863.76
32,0.33352955571189524,0.12842452224880707,0.8662050096464934,5464.548240783692,0.08825,9126.14675
33,0.32868936417996886,0.12622510075898583,0.855905025826182,5385.24654272461,0.0535,9040.87875
34,0.31375310234725473,0.11758302799079952,0.8372042369943865,5140.5308288574215,-0.0435,8814.518
35,0.32329030941426756,0.12297575593795998,0.8498961715177455,5296.78842944336,0.01525,8958.39125
36,0.31690741116181015,0.11846887655178898,0.8477357950244191,5192.2110244750975,-0.00375,8882.3255
37,0.32640819627791645,0.12461095564998272,0.8549995467225807,5347.871887817383,0.03075,9013.89825
38,0.3294006187207997,0.1258598596696211,0.8621078070360786,5396.899737121582,0.0535,9064.61225
39,0.31807629122585057,0.1201897628475866,0.8417732479286911,5211.361955444336,-0.002,8915.1115
40,0.3247406676337123,0.12335219471054007,0.8549219692657666,5320.551098510742,0.0335,8991.6705
41,0.31939420641586186,0.12052466483820404,0.8464048353004181,5232.954677917481,0.009,8905.933
42,0.31219071577116847,0.11599329902322535,0.840247185263689,5114.932687194824,-0.077,8810.34425
43,0.315430913977325,0.11786056383850814,0.8441895936362594,5168.020094604492,-0.03175,8828.98575
44,0.3278592034392059,0.1254372334036262,0.8569358105492397,5371.645189147949,0.03975,9037.88325
45,0.32166381664946675,0.12222907401601535,0.8465057252085922,5270.139971984863,0.046,8945.6625
46,0.33364814285188915,0.12781188769037627,0.8709759728937692,5466.491172485352,0.08725,9155.976
47,0.3170891144648194,0.11873277244943901,0.8468218541338238,5195.188051391601,0.01125,8878.76775
48,0.3252694729194045,0.1229411907814425,0.8605759334261902,5329.215044311523,0.062,9036.987
49,0.3204970997981727,0.12048176780736056,0.8525637766477437,5251.024483093262,0.00775,8949.6065
50,0.32403859673067925,0.12260289796796295,0.8564317313170308,5309.048368835449,0.01175,8969.137
