block,m2,Rp,C1
1,0.1275641496403143,-0.1944,22190.2894
2,0.12611982923615725,-0.1854,22079.169
3,0.13423328371662646,-0.086,22901.5034
4,0.12508258336689324,-0.2236,21894.9768
5,0.13109254540856927,-0.1184,22610.5252
6,0.12430144391898065,-0.2484,21845.8344
7,0.12994196377433836,-0.1722,22384.194
8,0.12701847644578665,-0.1924,22115.0064
9,0.12517511861808597,-0.1988,22002.1028
10,0.12693216540776192,-0.1904,22138.3978
11,0.1244634334165603,-0.2316,21822.4922
12,0.13113362741451712,-0.1518,22565.5342
13,0.13447407875675707,-0.063,22912.33
14,0.12631053840685635,-0.181,22103.2256
15,0.1268584963226691,-0.1882,22148.4516
16,0.12946617913041264,-0.1584,22438.3274
17,0.12027770446781069,-0.2824,21422.8438
18,0.12613686522580683,-0.2008,22020.6838
19,0.12103968825619668,-0.2396,21545.3742
20,0.1267043785115704,-0.2084,22015.106
