block,m2,m4
1,0.20545713943243027,0.052960913551033606
2,0.19782304981946947,0.0503022590485634
3,0.2182957574367523,0.057584087789967826
4,0.18935616056919097,0.045908864284863585
5,0.18727811710834502,0.046563289070635026
6,0.19918847534656525,0.04993421270517476
7,0.19155207538604738,0.047964315441547944
8,0.23298379697799682,0.06358748872158951
9,0.2106050168633461,0.05389662301657295
10,0.18836780618429183,0.04332701671219197
11,0.18604838440418242,0.04348389598717857
12,0.20135403674840927,0.0506671725253302
13,0.19714267675876618,0.05147555465865027
14,0.22054807773828505,0.056985652413110426
15,0.20809459004402162,0.0560600055039201
16,0.21318986144065857,0.053870916764276376
17,0.17837953267097473,0.0445966313652335
18,0.18879827657938003,0.0458319165652032
19,0.21524302155971528,0.05439437993235929
20,0.20984122215509415,0.053412808946736036
21,0.17783638575077057,0.04193929806811049
22,0.20776691249608994,0.05154963283833522
23,0.23932841092348098,0.06270103448842776
24,0.19943561474084853,0.04971662072772395
25,0.22033582689762116,0.05770021941727431
26,0.1390418036222458,0.030298649847720713
27,0.21936590616703033,0.05696775539757938
28,0.20391982798576355,0.05300707506707869
29,0.19736607706546783,0.04905217244733949
30,0.22651347564458846,0.05946690406481896
31,0.18763196506500243,0.04588890155357079
32,0.1719078272819519,0.041506116249110846
33,0.20830845580101012,0.0537933805433883
34,0.23001132674217223,0.06268505140749431
35,0.2006429672241211,0.05146114735572587
36,0.18243384877443314,0.04421306059158725
37,0.22161958429813386,0.05773875900961991
38,0.2085562657594681,0.05295554741091471
39,0.197373217689991,0.049936683269428184
40,0.19311522517204285,0.04863694925528273
41,0.1762317658185959,0.045628480370301254
42,0.22104261909723283,0.05773404912758365
43,0.18625717591047286,0.04711619324226229
44,0.20479551117420197,0.05221085401779587
45,0.18804968707561492,0.04907979670450436
46,0.192445248067379,0.048670942108092814
47,0.16355203671455384,0.03689450815159054
48,0.17247323536872863,0.04431416197538515
49,0.2120568447828293,0.052372913378879865
50,0.22252685022354127,0.06014329092978866
