block,m2,Rp,C1
1,0.12257257966995239,-0.8698,1279.7556
2,0.125586364030838,-0.8414,1293.604
3,0.12537884106636046,-0.8342,1304.4698
4,0.12850816588401795,-0.8144,1310.8602
5,0.11731790432929992,-0.9206,1249.3828
6,0.12451034078598022,-0.8638,1293.1524
7,0.12631223320961,-0.826,1309.289
8,0.12091269550323486,-0.8816,1273.5832
9,0.12147873558998108,-0.8736,1265.8726
10,0.12136955327987671,-0.8616,1274.2604
11,0.11415111198425293,-0.9582,1227.1746
12,0.1266324508190155,-0.8506,1303.734
13,0.12164581413269043,-0.8758,1278.576
14,0.12100591020584106,-0.8752,1271.8014
15,0.11956148619651795,-0.9098,1270.9232
16,0.11737155451774597,-0.9288,1249.3496
17,0.11931989822387695,-0.8918,1268.6526
18,0.12532272052764892,-0.8448,1299.9846
19,0.11544244208335877,-0.9644,1231.0158
20,0.13097872047424317,-0.7728,1329.5958
