block,m2,Rp,C1
1,0.0065435809468152,-1.9634,14428.0224
2,0.005990369270578958,-1.971,13949.3734
3,0.006252452290861401,-1.9732,13949.4874
4,0.006400716049142647,-1.9718,14150.1602
5,0.006461966922157444,-1.9672,14345.5946
6,0.006559382327552885,-1.969,14239.0232
7,0.006318412744812667,-1.9706,14240.825
8,0.006113781388476491,-1.9716,14117.1232
9,0.0065352586096269075,-1.971,14540.0526
10,0.0064612892769160685,-1.9676,14175.8516
11,0.006349237894685939,-1.9668,14209.4074
12,0.006716900065296795,-1.9626,14439.3204
13,0.006116327119013294,-1.9682,14175.861
14,0.005950873806118034,-1.9736,13773.3702
15,0.006348561863868963,-1.963,14236.9066
16,0.006146373846614733,-1.9758,14022.7092
17,0.0060472054309793745,-1.9764,14151.3832
18,0.006072067223663907,-1.9772,13879.398
19,0.00616520667092409,-1.971,14039.5848
20,0.006429674093250651,-1.9682,14427.5372
