block,m2,Rp,C1
1,0.1665571412583813,0.8318,26508.8218
2,0.16505111945997925,0.8484,26426.8754
3,0.165525760082528,0.8516,26495.1112
4,0.16430305974297227,0.8334,26374.963
5,0.16489020828399809,0.8268,26414.9804
6,0.16964335420522839,0.8682,26818.0018
7,0.16659437841903418,0.8444,26552.667
8,0.16506461580321194,0.838,26412.8362
9,0.16995031547062098,0.8728,26825.1248
10,0.16697318952511997,0.8368,26548.348
11,0.16622818540725856,0.8318,26514.8332
12,0.16899419867973775,0.8462,26715.9508
13,0.16475069664549083,0.8642,26465.7848
14,0.16292970811855048,0.81,26211.1856
15,0.1667509136069566,0.8262,26516.4058
16,0.16488196140900255,0.8468,26443.4762
17,0.16602172597181053,0.835,26489.2046
18,0.16575474861599504,0.8376,26478.5914
19,0.1665640381084755,0.8476,26530.8538
20,0.16883553010541946,0.8548,26732.8088
