block,m2,Rp,C1
1,0.05503969155550003,-1.3236,3245.2464
2,0.051385389575362206,-1.3542,3110.6584
3,0.05467116113603115,-1.3182,3226.6638
4,0.05413186732530594,-1.3222,3233.543
5,0.0537073154181242,-1.3342,3218.7206
6,0.053392599195241926,-1.338,3182.3388
7,0.05528832501173019,-1.31,3250.532
8,0.05332932496964932,-1.36,3164.0882
9,0.05283540986180305,-1.3208,3179.2452
10,0.051695859882235524,-1.3484,3131.217
11,0.050540547174215314,-1.3916,3103.9946
12,0.051280639547109604,-1.3776,3126.8912
13,0.05530836017131805,-1.2932,3262.156
14,0.049317095589637754,-1.3938,3067.8498
15,0.050800008139014245,-1.3856,3092.0556
16,0.05322528429627418,-1.353,3188.194
17,0.05010764221251011,-1.3824,3092.267
18,0.05365968753695488,-1.323,3212.4534
19,0.051846589505672454,-1.3774,3165.0278
20,0.05166948931515217,-1.3518,3144.5602
