run_label,stage,Lx,Ly,boundary,J,h,beta,replicas,warmup_sweeps,measurement_sweeps_per_replica,bin_size,qmc_energy_total,qmc_within_mcse,qmc_between_mcse,qmc_final_mcse,qmc_relative_mcse,qmc_calibration_ratio,exact_energy_total,qmc_minus_exact,qmc_exact_z,metts_energy_total,metts_mcse,metts_minus_reference,combined_statistical_mcse,metts_statistical_z,precision_pass,calibration_pass,exact_pass,cutoff_pass,passed
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,1.0,20,20000,262144,4096,-3.870925521850572,0.001559227111477184,0.0016160935494275522,0.0016160935494275522,0.0004174953871638809,0.9581184199432276,-3.8724175064729742,0.0014919846224024091,0.9232043670559142,-3.853214536,0.0642,0.019202970472974368,0.0642,0.2991116896101927,false,true,true,true,false
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,2.0,20,20000,262144,4096,-4.244032478332523,0.0007911184239148274,0.0008859172824348948,0.0008859172824348948,0.00020874422779699626,0.8805712273331905,-4.242620258088302,-0.0014122202442203857,-1.5940768649856072,-4.243253937,0.00279,-0.0006336789116980768,0.00279,-0.22712505795629992,false,true,true,true,false
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20,20000,262144,4096,-4.254261207580575,0.0006340404661483521,0.0004328209079593406,0.0006340404661483521,0.00014903656245144736,1.4146288076003748,-4.254306501765992,4.5294185417432686e-5,0.0714373732209622,-4.252667795,0.00115,0.0016387067659922039,0.00115,1.424962405210612,true,true,true,true,true
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20,20000,262144,4096,-4.255502700805676,0.0005267247511598833,0.0004444560892535665,0.0005267247511598833,0.00012377497752736965,1.1766557190710287,-4.255050922980382,-0.00045177782529393085,-0.8577114029653736,-4.254206905,0.00108,0.0008440179803814729,0.00108,0.7814981299828453,true,true,true,true,true
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20,20000,262144,4096,-4.255478057861313,0.0004823414807816501,0.0004934535033233122,0.0004934535033233122,0.0001159572430203784,0.9883429844858173,-4.25538261555487,-9.544230644298324e-5,-0.19341702065179006,-4.251770332,0.00109,0.003612283554869755,0.00109,3.314021609972252,true,true,true,true,true
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20,20000,262144,4096,-4.255989901224757,0.0005092085076110813,0.0005098909794492881,0.0005098909794492881,0.00011980549561514596,0.9981237418783151,-4.255695398147436,-0.00029450307732048486,-0.5775804812992874,-4.254934199,0.000981,0.0007611991474361091,0.000981,0.7759420463161152,true,true,true,true,true
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20,20000,262144,4096,-4.255476679120747,0.0004993678456048859,0.00035832949553005243,0.0004993678456048859,0.00011734709957523812,1.3848457133552932,-4.2560061730508725,0.0005294939301254686,1.0603284428217257,-4.252548057,0.00107,0.0034581160508722064,0.00107,3.2318841596936507,true,true,true,true,true
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20,20000,262144,4096,-4.257128047943118,0.00048319618637171393,0.0004182152488218654,0.00048319618637171393,0.00011350285472507128,1.1703785782191207,-4.2563155477757695,-0.0008125001673482402,-1.6815119619408558,-4.252824405,0.00106,0.0034911427757693403,0.00106,3.2935309205371137,true,true,true,true,true
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20,20000,262144,4096,-4.2562574174668955,0.0004642769825589588,0.0004123694519836586,0.0004642769825589588,0.00010908103928433739,1.1057594374037083,-4.256623376202955,0.00036595873605982376,0.7882336402781942,-4.251935121,0.00108,0.00468825520295546,0.00108,4.340977039773574,true,true,true,true,true
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20,20000,262144,4096,-4.257996196746828,0.00045401235231268554,0.0005385734972016971,0.0005385734972016971,0.0001264851992148737,0.8423359770247858,-4.256929479450431,-0.0010667172963971794,-1.9806345873675457,-4.252813929,0.00105,0.004115550450430661,0.00105,3.9195718575530103,true,true,true,true,true
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20,20000,262144,4096,-24.045700836181673,0.002860422759705216,0.003578140696005359,0.003578140696005359,0.0001488058393632393,0.8104222745634276,missing,missing,missing,-24.132636638,0.0739,-0.08693580181832772,0.07398657372010417,-1.1750213241014686,true,true,true,true,true
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20,20000,262144,4096,-24.707088184356724,0.0022308164454406016,0.002368625908489175,0.002368625908489175,9.586827435168458e-5,0.9386314880117942,missing,missing,missing,-24.700495213,0.00186,0.00659297135672432,0.003011642192287485,2.1891615722506015,true,true,true,true,true
