block,m2,Rp,C1
1,0.018604543540811088,-1.7197333333333333,114332.2216
2,0.018579966051290586,-1.7218666666666667,114188.6408
3,0.019398501129597814,-1.7085333333333332,117287.53546666667
4,0.020334871536461286,-1.6845333333333334,118761.37466666667
5,0.020333213839520855,-1.6829333333333334,119621.78906666666
6,0.019229870815749745,-1.7045333333333332,117327.2672
7,0.017035692412214122,-1.7538666666666667,109425.95786666666
8,0.019572265802507174,-1.7325333333333333,116977.52213333333
9,0.018779447827711314,-1.7125333333333332,114851.37813333333
10,0.01809584980859169,-1.7365333333333333,113624.27946666666
11,0.018795451737752107,-1.7149333333333334,116438.94266666667
12,0.01961696345426802,-1.6816,118517.69706666666
13,0.0185326609627887,-1.7325333333333333,113469.60853333333
14,0.020048593079844915,-1.7058666666666666,118901.93093333334
15,0.017899647957482376,-1.7418666666666667,110696.96613333334
16,0.018276203590614024,-1.7248,112834.16
17,0.01873183222162576,-1.7104,115447.42586666667
18,0.01804493847671741,-1.7469333333333332,113130.41786666667
19,0.018550401549740733,-1.7181333333333333,113438.83546666667
20,0.019465260919768478,-1.7290666666666668,115616.41493333333
