block,m2,m4,Qm,chi,Rp,C1
1,0.20427224647906406,0.04712191438118299,0.8855147595248432,214194.97512403107,0.097,458290.833
2,0.18555476596092194,0.042085312355024496,0.8181137134105625,194568.27427223968,-0.055,431506.321
3,0.20423472013473293,0.046863064948763765,0.8900788062862933,214155.6258999977,0.149,460727.451
4,0.19615183685091325,0.043449614403025735,0.8855209333528157,205680.10847778321,0.09,450535.158
5,0.20637486978249217,0.04737849759884705,0.8989433822565333,216399.7354570465,0.227,465540.502
6,0.19326315040992267,0.04343923929862896,0.8598365420166847,202651.10120423508,0.013,444317.772
7,0.19830516717728824,0.04506579625029375,0.872611661198728,207938.0389780922,0.107,451755.182
8,0.18204158493249997,0.040337541924395454,0.821545812257207,190884.4369621811,-0.124,426368.231
9,0.19406461926407792,0.04338886714693876,0.867989392822132,203491.50220944977,0.077,444908.27
10,0.18279145854280796,0.03945463587876821,0.8468641662002392,191670.7364329834,-0.092,430744.572
11,0.20357387093231955,0.04646815002663525,0.8918435724816722,213462.6752867279,0.161,462762.112
12,0.1910779023885916,0.043356730677030345,0.8421014271854892,200359.70257501982,-0.016,442471.368
13,0.19894698024268292,0.046006882825589436,0.8603039049119793,208611.0287549515,0.095,452966.934
14,0.20596130284113678,0.0482553913255235,0.8790739667171948,215966.07908794784,0.208,461333.515
15,0.19394968502131815,0.04406065792365544,0.8537430463486759,203370.9849209137,0.004,446335.351
16,0.19619806828470973,0.04420861584870422,0.8707280528842862,205728.5856497078,0.078,449363.342
17,0.1786870152896736,0.03854808000520939,0.8282915628694647,187366.91574438478,-0.134,424585.339
18,0.20492386384575,0.04836867806460616,0.8682021434900553,214878.24545592116,0.202,458823.025
19,0.17059683476600548,0.035821355083814156,0.8124561442213577,178883.74661159897,-0.253,413497.375
20,0.20003473686901999,0.04576680041978512,0.8742996142889626,209751.6242471695,0.12,452649.815
21,0.19274900662647634,0.04439937728712908,0.8367725365883331,202111.98237236406,-0.022,438863.404
22,0.19780364102138628,0.04569571282999354,0.8562352566176826,207412.15068764114,0.063,452095.356
23,0.17508385244260352,0.03734034130399048,0.820944702582764,183588.72565885543,-0.128,420533.083
24,0.1718120875546083,0.035639101707623674,0.8282866855636207,180158.03151966096,-0.25,415914.952
25,0.2001370791724621,0.046425097494351204,0.8627844123441648,209858.9379303436,0.045,454400.236
26,0.18904286245045296,0.04156936984369452,0.8597003990639446,198225.80853684616,-0.055,437757.388
27,0.18373880064799233,0.04078607637235694,0.8277321543595135,192664.0966282692,-0.097,431139.406
28,0.17901074156639515,0.03890149620829814,0.8237432674714238,187706.36734872437,-0.134,425791.616
29,0.19179832462562263,0.04287191024309668,0.8580582745346451,201115.12004263687,0.063,444919.344
30,0.20926637878697146,0.04953627713561925,0.8840474057167917,219431.7024029274,0.204,462300.979
31,0.19327510363702094,0.043527647077335085,0.8581963003773785,202663.63507129287,0.04,447096.681
32,0.20407685437433976,0.048018234200550645,0.867323906942998,213990.09165242768,0.097,457662.612
33,0.1941657355562711,0.044280461976521204,0.851398815217818,203597.53032665252,-0.021,443800.289
34,0.18258111001653016,0.04028995357164338,0.8273988619915045,191450.17001669313,-0.129,429258.501
35,0.1931273626638249,0.04346477662201687,0.8581242354893718,202508.71743258287,0.049,443243.402
36,0.20344147561860518,0.0470063992908303,0.8804850962058118,213323.84873825454,0.103,456522.615
37,0.20259146987047644,0.04637300617977472,0.8850688589212258,212432.5531109047,0.147,456125.833
38,0.19047513081716896,0.04247518559453896,0.8541640242881542,199727.65077174376,-0.024,439794.55
39,0.19785177448981267,0.04532521158659749,0.8636545379159979,207462.6222874298,0.096,450709.108
40,0.19032858958695215,0.04255340114891676,0.8512826480635053,199573.99115472793,0.023,443038.756
41,0.19963741027190554,0.04593183971327727,0.8677008329921615,209334.99711327362,0.103,453896.158
42,0.19169209753891484,0.04326418191126893,0.8493367639363065,201003.73286896516,0.022,442543.897
43,0.18950832401617299,0.04254158247705554,0.8441953209142704,198713.8803635826,0.003,440496.524
44,0.19327081656311929,0.04354544517537013,0.8578074787050882,202659.13974848937,0.038,446432.859
45,0.19503156941451016,0.044715494568068136,0.8506517357285318,204505.4229303894,-0.063,442273.749
46,0.19748170233571363,0.045223086440578604,0.8623697723209277,207074.57350837326,0.077,450711.662
47,0.19126497182342428,0.041881973168677096,0.8734614603586689,200555.85909471894,0.043,445240.687
48,0.20279830459657022,0.04656424912762963,0.8832345225736676,212649.43504065322,0.187,457791.658
49,0.1871890356296426,0.04224401707099585,0.8294602996932646,196281.9302243881,-0.023,437485.702
50,0.20197721809497307,0.046855478491213895,0.8706515853217454,211788.46344115448,0.16,459202.917
