block,m2,m4,R0,R2,C1
1,0.3315095969736576,0.12649702058373347,0.2032,0.4908,9139.8217
2,0.3213189497545362,0.12034990980537391,0.2288,0.4713,8959.3234
3,0.32866950811594725,0.12562828463608552,0.2132,0.4894,9069.8202
4,0.32451851320415737,0.12286995408867765,0.2299,0.4824,8989.3952
5,0.3229286811769009,0.12211194051919846,0.2294,0.4801,8960.1433
6,0.3277186809808016,0.12497012508392268,0.2175,0.4903,9031.3446
7,0.3257668113067746,0.12480886878015822,0.2307,0.4746,9000.9056
8,0.33015517792999743,0.12643441147731915,0.2153,0.4945,9078.579
9,0.3208731301754713,0.12068419520702718,0.2396,0.464,8944.5973
10,0.327214755037427,0.12433805067840803,0.2162,0.4819,9030.2964
11,0.3267522715240717,0.12462583626030925,0.2221,0.4932,9032.5975
12,0.31992566815316675,0.12031479371673011,0.2323,0.4653,8910.6471
13,0.3148620343029499,0.11773008845322351,0.2502,0.4597,8843.4318
14,0.3283333276331425,0.12495409783467933,0.2163,0.4889,9066.0318
15,0.32046561968922616,0.12067041107557472,0.2334,0.4683,8920.5475
16,0.3236127786964178,0.12201932780454582,0.2306,0.4823,8974.0291
17,0.3192399632394314,0.12029408348686306,0.2392,0.4664,8901.4901
18,0.32310432050526144,0.12252499131085129,0.2252,0.4821,8959.895
19,0.3180938875585794,0.11887237369596951,0.2415,0.4609,8894.1126
20,0.32259032579809427,0.12178145665119637,0.222,0.481,8975.0247
21,0.3286173030734062,0.12563304091115954,0.217,0.4903,9057.7138
22,0.32633930999189614,0.12353316510050917,0.2223,0.4893,9020.791
23,0.32438865583240983,0.12258006667826922,0.2213,0.4742,8994.1491
24,0.3261097335278988,0.12428872596016567,0.2192,0.493,9009.074
25,0.3352828111037612,0.12920922425811993,0.206,0.5098,9163.808
26,0.3265366197317839,0.12412923866862612,0.2249,0.4857,9014.6173
27,0.3273470069244504,0.12391311602964782,0.2155,0.4893,9061.4151
28,0.321021509206295,0.1208401993520546,0.2337,0.4768,8960.1049
29,0.3276464933440089,0.12454803914354567,0.2253,0.4888,9046.935
30,0.3247002919897437,0.12278745169869194,0.2289,0.481,8997.1005
31,0.32426960257440807,0.123489749574806,0.2313,0.4832,8981.3687
32,0.31877933463305236,0.11962352968021539,0.2365,0.4643,8893.2195
33,0.32500591649860144,0.12320610429696657,0.2213,0.4855,8990.0189
34,0.3309641283944249,0.12706012020668533,0.2177,0.4968,9075.1842
35,0.3265292884036899,0.12415919374234952,0.2246,0.4875,9034.4036
36,0.3262650434538722,0.12455337108420377,0.2332,0.481,9006.2666
37,0.32567046329826116,0.12329677458964097,0.2166,0.4819,9020.8765
38,0.3247371752202511,0.1229212642849764,0.2176,0.4734,9012.0775
39,0.3321819583281875,0.12689868144228408,0.2157,0.4954,9106.0274
40,0.3291504739791155,0.125608557646696,0.2167,0.4834,9067.196
41,0.3300020513251424,0.12667978396584248,0.2208,0.4969,9083.1735
42,0.3214628210827708,0.1209073341481126,0.2329,0.4681,8953.8956
43,0.32755396867990494,0.124641377141106,0.2238,0.491,9046.9638
44,0.32550357493758203,0.12363592483369594,0.2286,0.4815,9015.8331
45,0.32733188495486976,0.12397930477430573,0.2197,0.4863,9034.5623
46,0.3164953087255359,0.11769864829955477,0.241,0.453,8886.9922
47,0.3217216688320041,0.12163696477476955,0.2314,0.4718,8926.3409
48,0.3246235216423869,0.12344903612543436,0.2244,0.4876,9003.9568
49,0.3243829863935709,0.12262418963408729,0.2226,0.4744,8991.8414
50,0.32103335144668815,0.12041316190462012,0.231,0.4719,8938.2109
51,0.32447438611984253,0.12338551404732498,0.2327,0.4775,8993.7879
52,0.3203186684012413,0.12081055427056321,0.2329,0.4751,8928.7407
53,0.32557227864563465,0.12346771337541063,0.2196,0.4811,9032.3554
54,0.3204444709524512,0.12053632400441931,0.2308,0.4748,8932.7547
55,0.32589574432522056,0.12399511845527618,0.2233,0.4793,9003.3261
56,0.3301581388607621,0.12693696516594238,0.2167,0.4984,9080.6383
57,0.3196156531855464,0.11985061261438548,0.2345,0.4706,8924.4014
58,0.3240921609222889,0.12242413807608522,0.2278,0.4764,8999.7546
59,0.33207166356146334,0.12757539492287576,0.2178,0.494,9111.2262
60,0.32558648045659067,0.1236124220148865,0.2235,0.4815,9023.1272
61,0.3179432227626443,0.11915256771916861,0.2363,0.4606,8893.2419
