block,m2,Rp,C1
1,0.2365030817180872,0.006,7641.2084
2,0.2419815425723791,0.0494,7742.1234
3,0.23882665556669236,0.018,7698.446
4,0.23925290876626967,0.0412,7716.7106
5,0.2389914313942194,0.0108,7680.277
6,0.23860929689407348,0.0164,7676.8334
7,0.22880886253118515,-0.0804,7505.5226
8,0.2326724358767271,-0.0398,7591.5958
9,0.23268136622011662,-0.0322,7578.3296
10,0.22521974561810493,-0.1186,7429.5622
11,0.24389757834970952,0.0668,7797.9212
12,0.24476297210454942,0.055,7831.1026
13,0.23822344373166562,0.0008,7678.0516
14,0.22966068782806395,-0.0674,7528.7776
15,0.23211883640289308,-0.05,7571.1846
16,0.24057028664052488,0.0198,7727.554
17,0.2409832749634981,0.0206,7724.6446
18,0.24166306267976762,0.0086,7733.23
19,0.23710249536931516,0.017,7672.9744
20,0.2311748306363821,-0.0482,7542.2228
