distance,exact_hurwitz,periodized_fit,absolute_error,relative_error
1,1.0000272223661726,1.0000271887212413,3.3644931285436996e-08,3.3644015415729834e-08
2,0.1486781971224892,0.14867815880159416,3.8320895040522274e-08,2.577438775972743e-07
3,0.04877093262343844,0.04877092180504857,1.0818389871436462e-08,2.2182044282330038e-07
4,0.02212473895190495,0.022124625705300632,1.1324660431633049e-07,5.1185509832458345e-06
5,0.011990703446034532,0.011990814351997841,1.109059633089271e-07,9.24932918306849e-06
6,0.007273997797641701,0.007273827133097896,1.706645438052587e-07,2.34622759798731e-05
7,0.004770827877587333,0.004770816276585359,1.1601001973296499e-08,2.431653849386675e-06
8,0.0033138263394606174,0.0033138419638025747,1.5624341957384824e-08,4.7148946133151795e-06
9,0.0024055236591666437,0.002405487056989738,3.6602176905695116e-08,1.5215887304295054e-05
10,0.0018084709214844735,0.0018084120384335325,5.888305094100925e-08,3.255957850440604e-05
11,0.001399128266477947,0.0013990803313843618,4.793509358522706e-08,3.4260685552365406e-05
12,0.0011087066700138993,0.0011086748832902207,3.178672367855351e-08,2.8670093306243945e-05
13,0.0008967420804198297,0.0008967171916977644,2.4888722065284988e-08,2.775460481751094e-05
14,0.0007383282928790199,0.0007383014404093969,2.6852469622970672e-08,3.636928163522325e-05
15,0.0006175402459769032,0.0006175080109903317,3.223498657150409e-08,5.219900529804452e-05
16,0.0005238599928950874,0.000523823254778441,3.673811664638756e-08,7.012964751012212e-05
17,0.00045014433247692433,0.00045010561435151336,3.871812541097249e-08,8.601269108049314e-05
18,0.00039142320613279736,0.00039138477309721287,3.843303558449763e-08,9.818793311773788e-05
19,0.0003441648404469724,0.00034412794334520795,3.68971017644811e-08,0.00010720764421072832
20,0.00030581282856092357,0.00030577772916064237,3.509940028120079e-08,0.00011477412653474848
21,0.0002744868041402074,0.0002744531293607036,3.367477950378924e-08,0.00012268269000861775
22,0.0002487843687193614,0.00024875149212235856,3.2876597002846723e-08,0.00013214896567691043
23,0.0002276473079068371,0.00022761462331587337,3.2684590963740455e-08,0.00014357556548446587
24,0.00021026958150190757,0.00021023664404033656,3.2937461571006486e-08,0.0001566439678803835
25,0.0001960330405115649,0.0001959996027977,3.3437713864914106e-08,0.0001705718269616976
26,0.0001844619174188649,0.000184427902647593,3.401477127189961e-08,0.00018439996584585495
27,0.00017519027370047036,0.00017515572210942138,3.455159104897958e-08,0.0001972232266047702
28,0.00016793856510123034,0.00016790357868768358,3.4986413546757474e-08,0.00020832864402329682
29,0.000162496757364122,0.0001624614563611791,3.5301002942903035e-08,0.00021724127616774965
30,0.00015871226215949662,0.0001586767582361858,3.550392331083045e-08,0.00022369993866731648
31,0.00015648152731797158,0.0001564459130375206,3.561428045097755e-08,0.0002275941515998184
32,0.0001557445077040282,0.00015570885880844402,3.564889558419285e-08,0.00022889343649882567
33,0.00015648152731797158,0.0001564459130375206,3.561428045097755e-08,0.0002275941515998184
34,0.00015871226215949662,0.0001586767582361858,3.550392331083045e-08,0.00022369993866731648
35,0.000162496757364122,0.0001624614563611791,3.5301002942903035e-08,0.00021724127616774965
36,0.00016793856510123034,0.00016790357868768358,3.4986413546757474e-08,0.00020832864402329682
37,0.00017519027370047036,0.00017515572210942138,3.455159104897958e-08,0.0001972232266047702
38,0.0001844619174188649,0.000184427902647593,3.401477127189961e-08,0.00018439996584585495
39,0.0001960330405115649,0.0001959996027977,3.3437713864914106e-08,0.0001705718269616976
40,0.00021026958150190757,0.00021023664404033656,3.2937461571006486e-08,0.0001566439678803835
41,0.0002276473079068371,0.00022761462331587337,3.2684590963740455e-08,0.00014357556548446587
42,0.0002487843687193614,0.00024875149212235856,3.2876597002846723e-08,0.00013214896567691043
43,0.0002744868041402074,0.0002744531293607036,3.367477950378924e-08,0.00012268269000861775
44,0.00030581282856092357,0.00030577772916064237,3.509940028120079e-08,0.00011477412653474848
45,0.0003441648404469724,0.00034412794334520795,3.68971017644811e-08,0.00010720764421072832
46,0.00039142320613279736,0.00039138477309721287,3.843303558449763e-08,9.818793311773788e-05
47,0.00045014433247692433,0.00045010561435151336,3.871812541097249e-08,8.601269108049314e-05
48,0.0005238599928950874,0.000523823254778441,3.673811664638756e-08,7.012964751012212e-05
49,0.0006175402459769032,0.0006175080109903317,3.223498657150409e-08,5.219900529804452e-05
50,0.0007383282928790199,0.0007383014404093969,2.6852469622970672e-08,3.636928163522325e-05
51,0.0008967420804198297,0.0008967171916977644,2.4888722065284988e-08,2.775460481751094e-05
52,0.0011087066700138993,0.0011086748832902207,3.178672367855351e-08,2.8670093306243945e-05
53,0.001399128266477947,0.0013990803313843618,4.793509358522706e-08,3.4260685552365406e-05
54,0.0018084709214844735,0.0018084120384335325,5.888305094100925e-08,3.255957850440604e-05
55,0.0024055236591666437,0.002405487056989738,3.6602176905695116e-08,1.5215887304295054e-05
56,0.0033138263394606174,0.0033138419638025747,1.5624341957384824e-08,4.7148946133151795e-06
57,0.004770827877587333,0.004770816276585359,1.1601001973296499e-08,2.431653849386675e-06
58,0.007273997797641701,0.007273827133097896,1.706645438052587e-07,2.34622759798731e-05
59,0.011990703446034532,0.011990814351997841,1.109059633089271e-07,9.24932918306849e-06
60,0.02212473895190495,0.022124625705300632,1.1324660431633049e-07,5.1185509832458345e-06
61,0.04877093262343844,0.04877092180504858,1.0818389864497568e-08,2.2182044268102518e-07
62,0.1486781971224892,0.14867815880159416,3.8320895040522274e-08,2.577438775972743e-07
63,1.0000272223661726,1.0000271887212413,3.3644931285436996e-08,3.3644015415729834e-08
