distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,0.9999999999999979,2.1094237467877974e-15,2.1094237467877974e-15
2,0.14865088937534013,0.14865088937534682,6.689093723366568e-15,4.499867946620055e-14
3,0.04874348196120343,0.04874348196104981,1.5362017213860213e-13,3.1516043983249614e-12
4,0.02209708691207961,0.022097086913591798,1.5121862095845984e-12,6.843373588569928e-11
5,0.011962790249769765,0.011962790240964671,8.805093806851794e-12,7.360401397175091e-10
6,0.007245761944783737,0.007245761977771456,3.298771845960946e-11,4.552691450670346e-09
7,0.004742205719235527,0.004742205639698238,7.953728908133284e-11,1.677221398445674e-08
8,0.0032847516220848223,0.003284751736738356,1.1465353362896669e-10,3.490478027565336e-08
9,0.002375927033702164,0.002375926960644779,7.305738479457258e-11,3.074900186675124e-08
10,0.0017782794100389228,0.001778279384209543,2.5829379650746387e-11,1.452492758164536e-08
11,0.001368264678315456,0.0013682647250965242,4.678106816854988e-11,3.419007222063538e-08
12,0.0010770889572940968,0.0010770889791215058,2.182740902086089e-11,2.0265186893844424e-08
13,0.0008642826227200463,0.0008642826012079145,2.15121318111397e-11,2.4890158896678168e-08
14,0.0007049330977651856,0.000704933071968163,2.5797022612690512e-11,3.65949941838077e-08
15,0.0005831080507453127,0.0005831080469988468,3.746465919614306e-12,6.424994329654128e-09
16,0.00048828125,0.0004882812643425047,1.4342504722937577e-11,2.9373449672576157e-08
17,0.00041330005798268486,0.00041330007389863056,1.5915945698972284e-11,3.8509420435743274e-08
18,0.00035318366665074033,0.00035318367284431555,6.19357522083433e-12,1.7536414635388824e-08
19,0.00030438804926809216,0.0003043880447408744,4.527217739146855e-12,1.4873178332830907e-08
20,0.00026434281586014104,0.0002643428061030903,9.75705074460903e-12,3.6910595481328714e-08
21,0.00023115161893187263,0.00023115161028337467,8.648497960535642e-12,3.74148275512819e-08
22,0.0002033937613324562,0.0002033937575085893,3.8238668958676114e-12,1.880031555942038e-08
23,0.00017999003066448938,0.0001799900320825169,1.4180275063977593e-12,7.878366936005667e-09
24,0.00016011023143812524,0.00016011023627173748,4.8336122430991946e-12,3.018927772249926e-08
25,0.00014310835055998653,0.00014310835625598202,5.6959954873418706e-12,3.980197846633896e-08
26,0.00012847638053898645,0.00012847638498764832,4.448661870739418e-12,3.462630136431545e-08
