distance,exact_hurwitz,periodized_fit,absolute_error,relative_error
1,1.0000272223661726,1.0000272083874724,1.397870019737013e-08,1.3978319674433476e-08
2,0.1486781971224892,0.14867818314383824,1.3978650958978989e-08,9.401950810220422e-08
3,0.04877093262343844,0.048770918644690076,1.3978748367171612e-08,2.86620485097176e-07
4,0.02212473895190495,0.02212472497490095,1.3977003998633108e-08,6.3173644801037e-07
5,0.011990703446034532,0.011990689458798685,1.39872358469878e-08,1.1665066949523754e-06
6,0.007273997797641701,0.00727398385228054,1.3945361160977443e-08,1.9171522385528713e-06
7,0.004770827877587333,0.004770813819768295,1.405781903732195e-08,2.9466204604369767e-06
8,0.0033138263394606174,0.0033138124758736757,1.386358694163703e-08,4.183558678543658e-06
9,0.0024055236591666437,0.0024055096078742493,1.4051292394380577e-08,5.841261357308133e-06
10,0.0018084709214844735,0.0018084569173821194,1.4004102354093703e-08,7.743614889090122e-06
11,0.001399128266477947,0.0013991143349005887,1.3931577358319153e-08,9.957326781331768e-06
12,0.0011087066700138993,0.0011086927133506163,1.395666328297615e-08,1.258823786349295e-05
13,0.0008967420804198297,0.0008967280802443224,1.4000175507290248e-08,1.5612265569979448e-05
14,0.0007383282928790199,0.0007383142882182567,1.4004660763206923e-08,1.8968067319481256e-05
15,0.0006175402459769032,0.000617526263157792,1.3982819111238963e-08,2.264276571823942e-05
16,0.0005238599928950874,0.0005238460279723345,1.396492275290706e-08,2.6657738598686602e-05
17,0.00045014433247692433,0.0004501303689801341,1.3963496790260488e-08,3.102004353453966e-05
18,0.00039142320613279736,0.000391409232841343,1.3973291454363705e-08,3.569867916728222e-05
19,0.0003441648404469724,0.0003441508564649406,1.3983982031801762e-08,4.063164038964741e-05
20,0.00030581282856092357,0.000305798839501448,1.3989059475584022e-08,4.574386084917671e-05
21,0.0002744868041402074,0.0002744728164703178,1.3987669889600849e-08,5.095935279444607e-05
22,0.0002487843687193614,0.0002487703862716191,1.3982447742287747e-08,5.620307985692019e-05
23,0.0002276473079068371,0.00022763333117989938,1.3976726937733929e-08,6.139640774251455e-05
24,0.00021026958150190757,0.00021025560869104292,1.3972810864647462e-08,6.64518888792324e-05
25,0.0001960330405115649,0.00019601906900287437,1.3971508690539987e-08,7.1271193131934e-05
26,0.0001844619174188649,0.00018444794494504768,1.3972473817227323e-08,7.574720035843213e-05
27,0.00017519027370047036,0.0001751762988935966,1.3974806873772588e-08,7.976930784220282e-05
28,0.00016793856510123034,0.0001679245875308192,1.397757041113703e-08,8.323025984360176e-05
29,0.000162496757364122,0.0001624827772876881,1.3980076433897214e-08,8.603295635352723e-05
30,0.00015871226215949662,0.00015869828020429938,1.3981955197236778e-08,8.809625045345094e-05
31,0.00015648152731797158,0.00015646754423559922,1.3983082372358681e-08,8.935931679619255e-05
32,0.0001557445077040282,0.00015573052424992513,1.3983454103081057e-08,8.978457288301144e-05
33,0.00015648152731797158,0.00015646754423559922,1.3983082372358681e-08,8.935931679619255e-05
34,0.00015871226215949662,0.00015869828020429938,1.3981955197236778e-08,8.809625045345094e-05
35,0.000162496757364122,0.0001624827772876881,1.3980076433897214e-08,8.603295635352723e-05
36,0.00016793856510123034,0.0001679245875308192,1.397757041113703e-08,8.323025984360176e-05
37,0.00017519027370047036,0.0001751762988935966,1.3974806873772588e-08,7.976930784220282e-05
38,0.0001844619174188649,0.00018444794494504768,1.3972473817227323e-08,7.574720035843213e-05
39,0.0001960330405115649,0.00019601906900287437,1.3971508690539987e-08,7.1271193131934e-05
40,0.00021026958150190757,0.00021025560869104292,1.3972810864647462e-08,6.64518888792324e-05
41,0.0002276473079068371,0.00022763333117989938,1.3976726937733929e-08,6.139640774251455e-05
42,0.0002487843687193614,0.0002487703862716191,1.3982447742287747e-08,5.620307985692019e-05
43,0.0002744868041402074,0.0002744728164703178,1.3987669889600849e-08,5.095935279444607e-05
44,0.00030581282856092357,0.000305798839501448,1.3989059475584022e-08,4.574386084917671e-05
45,0.0003441648404469724,0.0003441508564649406,1.3983982031801762e-08,4.063164038964741e-05
46,0.00039142320613279736,0.000391409232841343,1.3973291454363705e-08,3.569867916728222e-05
47,0.00045014433247692433,0.0004501303689801341,1.3963496790260488e-08,3.102004353453966e-05
48,0.0005238599928950874,0.0005238460279723345,1.396492275290706e-08,2.6657738598686602e-05
49,0.0006175402459769032,0.000617526263157792,1.3982819111238963e-08,2.264276571823942e-05
50,0.0007383282928790199,0.0007383142882182567,1.4004660763206923e-08,1.8968067319481256e-05
51,0.0008967420804198297,0.0008967280802443224,1.4000175507290248e-08,1.5612265569979448e-05
52,0.0011087066700138993,0.0011086927133506163,1.395666328297615e-08,1.258823786349295e-05
53,0.001399128266477947,0.0013991143349005887,1.3931577358319153e-08,9.957326781331768e-06
54,0.0018084709214844735,0.0018084569173821194,1.4004102354093703e-08,7.743614889090122e-06
55,0.0024055236591666437,0.0024055096078742493,1.4051292394380577e-08,5.841261357308133e-06
56,0.0033138263394606174,0.0033138124758736757,1.386358694163703e-08,4.183558678543658e-06
57,0.004770827877587333,0.004770813819768295,1.405781903732195e-08,2.9466204604369767e-06
58,0.007273997797641701,0.00727398385228054,1.3945361160977443e-08,1.9171522385528713e-06
59,0.011990703446034532,0.011990689458798685,1.39872358469878e-08,1.1665066949523754e-06
60,0.02212473895190495,0.02212472497490095,1.3977003998633108e-08,6.3173644801037e-07
61,0.04877093262343844,0.048770918644690076,1.3978748367171612e-08,2.86620485097176e-07
62,0.1486781971224892,0.14867818314383824,1.3978650958978989e-08,9.401950810220422e-08
63,1.0000272223661726,1.0000272083874724,1.397870019737013e-08,1.3978319674433476e-08
