distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.0000000008794405,8.794405204071154e-10,8.794405204071154e-10
2,0.14865088937534013,0.14865088558584666,3.789493469019689e-09,2.549257178980816e-08
3,0.04874348196120343,0.04874350568570012,2.37244966935779e-08,4.867214187214e-07
4,0.02209708691207961,0.02209700822394832,7.86881312921095e-08,3.561018319075071e-06
5,0.011962790249769765,0.011962935733387386,1.4548361762165007e-07,1.2161344852171929e-05
6,0.007245761944783737,0.007245625880001513,1.3606478222426277e-07,1.8778533335920114e-05
7,0.004742205719235527,0.004742228742188843,2.3022953315500472e-08,4.854903957901665e-06
8,0.0032847516220848223,0.00328480189564702,5.027356219777096e-08,1.5305133532702992e-05
9,0.002375927033702164,0.0023759251058923002,1.927809863567359e-09,8.113927053405552e-07
10,0.0017782794100389228,0.0017782552250317034,2.418500721934093e-08,1.3600229009462337e-05
11,0.001368264678315456,0.0013682514619832837,1.3216332172324291e-08,9.659192685289243e-06
12,0.0010770889572940968,0.0010770919055087358,2.948214639000163e-09,2.7372062623376793e-06
13,0.0008642826227200463,0.000864292478963905,9.856243858726542e-09,1.140395930639823e-05
14,0.0007049330977651856,0.0007049409925965513,7.894831365691177e-09,1.1199405150247262e-05
15,0.0005831080507453127,0.0005831105563443011,2.5055989883804655e-09,4.296972036619762e-06
16,0.00048828125,0.00048827923567878236,2.0143212176373937e-09,4.125329853721382e-06
17,0.00041330005798268486,0.00041329603627169757,4.02171098729193e-09,9.730729308197723e-06
18,0.00035318366665074033,0.0003531798922430179,3.77440772245715e-09,1.0686812780019136e-05
19,0.00030438804926809216,0.000304385763689326,2.28557876617852e-09,7.5087664304634985e-06
20,0.00026434281586014104,0.0002643422737373111,5.421228299173214e-10,2.05083246977345e-06
21,0.00023115161893187263,0.00023115244346083707,8.245289644462101e-10,3.5670481922483257e-06
22,0.0002033937613324562,0.00020339532708236048,1.5657499042697875e-09,7.69812158451851e-06
23,0.00017999003066448938,0.00017999173846440622,1.707799916837293e-09,9.488302827286692e-06
24,0.00016011023143812524,0.0001601116504631548,1.4190250295610055e-09,8.862800439517129e-06
25,0.00014310835055998653,0.0001431092551265735,9.045665869719232e-10,6.3208511832631125e-06
26,0.00012847638053898645,0.00012847672305784703,3.4251886057794743e-10,2.666006460806306e-06
27,0.00011581095650839697,0.0001158108127757545,1.437326424736816e-10,1.241097101751855e-06
28,0.00010478893193290843,0.00010478844330576752,4.886271409189347e-10,4.662965180633584e-06
29,9.514927988462354e-05,9.514860558265664e-05,6.743019668971123e-10,7.0867795081030545e-06
30,8.66795303452117e-05,8.66788147204003e-05,7.156248114031189e-10,8.255983950917324e-06
31,7.92055003783212e-05,7.920485482761863e-05,6.455507025747605e-10,8.150326675436922e-06
32,7.25834420778028e-05,7.258293872656659e-05,5.033512362072248e-10,6.934794242296726e-06
33,6.669398466562124e-05,6.669365817039725e-05,3.264952239909755e-10,4.895422362719828e-06
34,6.143742119800576e-05,6.1437275253284e-05,1.459447217618719e-10,2.3755020786355734e-06
35,5.6730012340473174e-05,5.673002817552605e-05,1.5835052873439635e-11,2.791300798315243e-07
36,5.250106616047621e-05,5.250121113098112e-05,1.4497050490668104e-10,2.761286874890506e-06
37,4.869061486110715e-05,4.869084998579149e-05,2.3512468434370125e-10,4.828952869344704e-06
38,4.524755423892675e-05,4.524784012185504e-05,2.858829282922611e-10,6.318196267198775e-06
39,4.2128144429936165e-05,4.212844542764559e-05,3.00997709423061e-10,7.144812891620564e-06
40,3.929479467759173e-05,3.929508143483977e-05,2.8675724803999296e-10,7.2975886600959715e-06
41,3.6715072828822024e-05,3.6715323449149405e-05,2.5062032738145485e-10,6.826088253996685e-06
42,3.436089373477257e-05,3.4361093906583754e-05,2.0017181118090139e-10,5.825570566528405e-06
43,3.220785090659961e-05,3.220799330239887e-05,1.4239579926024178e-10,4.421151838822749e-06
44,3.023466351546528e-05,3.02347467454319e-05,8.322996661986291e-11,2.752799500391003e-06
45,2.8422716752936642e-05,2.84227441018461e-05,2.7348909459800827e-11,9.622201036421027e-07
46,2.6755678136971087e-05,2.6755656257482768e-05,2.1879488319850524e-11,8.177512155678601e-07
47,2.5219175892585318e-05,2.5219113575426536e-05,6.231715878119901e-11,2.471022806083083e-06
48,2.380052830136886e-05,2.3800435397845208e-05,9.290352365312398e-11,3.903422750821071e-06
49,2.248851508355014e-05,2.248840161963868e-05,1.1346391146042499e-10,5.04541589513046e-06
50,2.1273183587779955e-05,2.127305908184233e-05,1.2450593762361115e-10,5.852717676687171e-06
51,2.014568392084333e-05,2.0145556897883078e-05,1.270229602518035e-10,6.30521955724629e-06
52,1.9098128230844975e-05,1.9098005913957233e-05,1.2231688774162947e-10,6.404653181879788e-06
53,1.8123470223124363e-05,1.8123358375949124e-05,1.118471752389362e-10,6.171399509141826e-06
54,1.7215401684382046e-05,1.721530457563173e-05,9.710875031480664e-11,5.640806534471078e-06
55,1.63682633528565e-05,1.636818381415733e-05,7.953869917096145e-11,4.859324257944615e-06
56,1.5576967928518818e-05,1.5576907478893854e-05,6.044962496399285e-11,3.880705490400331e-06
57,1.4836933388705148e-05,1.4836892402250002e-05,4.0986455145764844e-11,2.762461357207847e-06
58,1.4144025078272452e-05,1.4144002975339824e-05,2.2102932628086168e-11,1.5627045700053168e-06
59,1.3494505292537387e-05,1.349450073862705e-05,4.5539103375415906e-12,3.374640447219621e-07
60,1.2884989276452504e-05,1.2885000376710925e-05,1.1100258421312993e-11,8.614875948402121e-07
61,1.2312406733035988e-05,1.2312431213624707e-05,2.4480588719101148e-11,1.988286226235213e-06
62,1.1773968074656286e-05,1.1774003445154258e-05,3.5370497971707444e-11,3.0041272192544147e-06
63,1.12671347677087e-05,1.1267178461134998e-05,4.369342629812487e-11,3.8779536411820535e-06
64,1.0789593218788873e-05,1.078964270777411e-05,4.948898523648342e-11,4.586733181961288e-06
65,1.033923173212081e-05,1.0339284621251298e-05,5.288913048870933e-11,5.1153830244851835e-06
66,9.914120136529894e-06,9.91417423198647e-06,5.4095456577263616e-11,5.456405191010518e-06
67,9.512491737934205e-06,9.512545096304038e-06,5.335836983301652e-11,5.60929473612391e-06
68,9.13272730201093e-06,9.132778260623278e-06,5.095861234847806e-11,5.579780350745556e-06
69,8.77334081289099e-06,8.773388004272475e-06,4.7191381485618515e-11,5.3789522705282914e-06
70,8.432966788685358e-06,8.433009141797639e-06,4.2353112280786305e-11,5.022326464941393e-06
71,8.110348964371309e-06,8.110385695229168e-06,3.6730857858917267e-11,4.528887477009386e-06
72,7.804330177908362e-06,7.804360772017538e-06,3.0594109175577106e-11,3.92014541647399e-06
73,7.51384331710893e-06,7.513867505942248e-06,2.418883331786368e-11,3.2192357887987896e-06
74,7.237903203335731e-06,7.2379209368092565e-06,1.7733473525144796e-11,2.4500843720833367e-06
75,6.97559930401828e-06,6.975610720656245e-06,1.1416637965640968e-11,1.6366533494927722e-06
76,6.7260891796754026e-06,6.7260945758790484e-06,5.39620364587096e-12,8.022795270358544e-07
77,6.488592582935514e-06,6.4885923825077815e-06,2.0042773203507143e-13,3.088924593018531e-08
78,6.262386137242792e-06,6.262380862075712e-06,5.2751670803961284e-12,8.423573642360359e-07
79,6.046798531761851e-06,6.046788774371453e-06,9.757390398044616e-12,1.6136456914832274e-06
80,5.841206176645393e-06,5.8411925750425845e-06,1.3601602808464841e-11,2.3285606426370397e-06
81,5.645029269476762e-06,5.645012484692921e-06,1.678478384079874e-11,2.9733741030459744e-06
82,5.457728229484779e-06,5.457708925927405e-06,1.9303557374184487e-11,3.536921693883388e-06
83,5.278800461172313e-06,5.278779289867867e-06,2.117130444548765e-11,4.010627907080606e-06
84,5.107777413405496e-06,5.107754998091542e-06,2.2415313953286404e-11,4.388467260624322e-06
85,4.944221903864541e-06,4.944198829819425e-06,2.3074045115995673e-11,4.666870857467049e-06
86,4.7877256821343866e-06,4.787702487577454e-06,2.319455693270122e-11,4.84458769625268e-06
87,4.637907207677644e-06,4.637884377533997e-06,2.283014364664167e-11,4.9225097925306465e-06
88,4.494409621538062e-06,4.494387583336663e-06,2.2038201399557237e-11,4.903469700212905e-06
89,4.356898892916898e-06,4.356878014577174e-06,2.087833972429996e-11,4.792018414345651e-06
90,4.2250621237874115e-06,4.22504271304529e-06,1.9410742121881667e-11,4.594190938068758e-06
91,4.098605996498885e-06,4.098588301726501e-06,1.769477238395574e-11,4.317266016560505e-06
92,3.977255350901096e-06,3.9772395630834855e-06,1.578781761018568e-11,3.969525770229653e-06
93,3.860751878918791e-06,3.860738134564375e-06,1.374435441540712e-11,3.5600201324660748e-06
94,3.7488529257459447e-06,3.7488413105240887e-06,1.1615221856027666e-11,3.098340235291166e-06
95,3.641330387930771e-06,3.6413209408482166e-06,9.447082554442116e-12,2.5944041182735226e-06
96,3.537969699601434e-06,3.5379624175490084e-06,7.28205242577935e-12,2.0582574312605623e-06
97,3.4385688989539476e-06,3.438563741474904e-06,5.1574790436848656e-12,1.4998911451952671e-06
98,3.34293776790048e-06,3.342934662051615e-06,3.1058488648020633e-12,9.290776797058596e-07
99,3.2508970384694864e-06,3.2508958836652716e-06,1.154804214747459e-12,3.5522632709743944e-07
100,3.162277660168379e-06,3.162278332916515e-06,6.727481358180087e-13,2.1274164008172116e-07
101,3.0769201230734517e-06,3.076922481527141e-06,2.3584536893528167e-12,7.664981848787876e-07
102,2.9946738319078503e-06,2.994677720175643e-06,3.888267792558542e-12,1.2983944198294876e-06
103,2.915396526813165e-06,2.9154017789813e-06,5.252168134762836e-12,1.801527883585705e-06
104,2.8389537469193966e-06,2.838960190754141e-06,6.443834744377671e-12,2.269792084978489e-06
105,2.765218333176702e-06,2.7652257934852534e-06,7.46030855161236e-12,2.6979094063223236e-06
106,2.6940699672349303e-06,2.694078268873101e-06,8.301638170652364e-12,3.081448615520845e-06
107,2.625394743447398e-06,2.6254037139704966e-06,8.970523098465196e-12,3.4168283153816438e-06
108,2.5590847713371197e-06,2.5590942432974053e-06,9.471960285644505e-12,3.7013077455403766e-06
109,2.4950378060998944e-06,2.4950476189996805e-06,9.812899786176794e-12,3.932966371165245e-06
110,2.4331569049319054e-06,2.4331669068460087e-06,1.0001914103307386e-11,4.110673702560625e-06
111,2.3733501071622796e-06,2.373360156047124e-06,1.004888484452466e-11,4.234050768236513e-06
112,2.3155301363454723e-06,2.3155401010548765e-06,9.964709404214816e-12,4.303424623072192e-06
113,2.2596141226263094e-06,2.2596238836559197e-06,9.761029610304473e-12,4.319777218846287e-06
114,2.2055233438336993e-06,2.205532793817271e-06,9.449983571559211e-12,4.284689889127629e-06
115,2.1531829838889143e-06,2.1531920278703115e-06,9.04398139723518e-12,4.200284632056972e-06
116,2.1025219072323146e-06,2.1025304627372396e-06,8.555504925032573e-12,4.069163272735996e-06
117,2.053472448079566e-06,2.0534804450107688e-06,7.996931202817543e-12,3.894345507433701e-06
118,2.005970213415917e-06,2.005977593795022e-06,7.380379104931503e-12,3.679206727782681e-06
119,1.959953898725863e-06,1.959960616304069e-06,6.717578205985177e-12,3.427416435841769e-06
