block,m2,Rp,C1
1,0.12915922593474388,-0.3556,5480.1652
2,0.13273417973816395,-0.3102,5568.3214
3,0.12767862140834332,-0.3934,5438.8326
4,0.12693508297204972,-0.3816,5454.4976
5,0.12981874879598618,-0.3328,5515.702
6,0.1264568864494562,-0.3874,5427.9058
7,0.1346768352687359,-0.3,5623.868
8,0.12738286514878272,-0.3506,5483.3912
9,0.13495427639782429,-0.2742,5657.9738
10,0.131192047265172,-0.3176,5579.006
11,0.12933465722203255,-0.3546,5488.8988
12,0.1287302120000124,-0.363,5471.6922
13,0.1280113543987274,-0.3798,5471.3412
14,0.13224850615859032,-0.3166,5566.7744
15,0.12968578971922398,-0.3754,5509.9916
16,0.13188501405119896,-0.3352,5558.292
17,0.12663296181857586,-0.3888,5436.9784
18,0.12984701188504696,-0.3406,5506.282
19,0.12110547156631947,-0.4412,5313.2842
20,0.12732056303620337,-0.3864,5431.8954
