block,m2,Rp,C1
1,0.04514558620046688,-0.4557333333333333,207428.15066666665
2,0.044746321913788176,-0.5008,205943.84373333334
3,0.04817065161882007,-0.36506666666666665,214979.56373333334
4,0.044135476581080975,-0.5213333333333333,204052.44213333333
5,0.04804528515556982,-0.3912,213596.91093333333
6,0.046046520952682475,-0.4226666666666667,208563.69493333335
7,0.04618481219175737,-0.46213333333333334,209297.4208
8,0.04469595480720939,-0.5013333333333333,205477.79173333335
9,0.046355426447662954,-0.43333333333333335,210645.23173333332
10,0.04814814175959521,-0.3741333333333333,214202.06773333333
11,0.04505175683239261,-0.5018666666666667,206210.85653333334
12,0.046234122982391275,-0.4504,209971.64986666667
13,0.05000200928184398,-0.3141333333333333,220642.63626666667
14,0.049598527710856675,-0.2848,220505.1168
15,0.04397042657250907,-0.5504,203113.324
16,0.04764627415878252,-0.38986666666666664,213464.33413333332
17,0.04986176124296229,-0.3064,219514.49973333333
18,0.04433936566105986,-0.5144,203582.33626666668
19,0.046169286355317064,-0.45626666666666665,209014.72213333333
20,0.048526041737948736,-0.3768,215030.85653333334
