block,m2,Rp,C1
1,0.16944567155817059,0.0466,103940.19
2,0.17032092454297235,0.0654,104530.5366
3,0.17298637191471644,0.0878,105240.6502
4,0.16185992281944492,-0.0586,101223.8452
5,0.1679775761626428,0.0252,103591.4276
6,0.16311532121566125,-0.032,101678.6534
7,0.17156713092194403,0.0856,104931.1778
8,0.16421998831618112,-0.0086,102330.4058
9,0.16618086113245226,0.0074,102772.9956
10,0.1635479511218844,-0.0148,102020.5428
11,0.16896557528156556,0.0586,104108.8504
12,0.16804384411947104,0.0416,103853.1858
13,0.16595216839150526,-0.005,102621.4704
14,0.16496616614634405,-0.0418,102247.115
15,0.16784084132962163,0.029,103390.378
16,0.16685488925883546,0.024,103291.007
17,0.16486992974162568,0.0042,102274.2482
18,0.16382615455486813,-0.0164,101983.6448
19,0.16663712037301157,0.0504,103118.686
20,0.16476508533002343,-0.0404,102328.2768
