block,m2,Rp,C1
1,0.23926212811470032,0.124,1927.2438
2,0.23239036026000975,0.0818,1902.5922
3,0.23754070262908936,0.1294,1917.16
4,0.24529450626373292,0.2004,1954.0174
5,0.24617290210723877,0.177,1962.7798
6,0.24315281977653502,0.1864,1953.7224
7,0.24492658586502075,0.1784,1956.348
8,0.24095060486793518,0.154,1939.217
9,0.23258374795913697,0.0762,1897.0236
10,0.24638614449501037,0.1754,1962.252
11,0.23721012754440307,0.1264,1922.6672
12,0.24307963747978212,0.147,1947.481
13,0.2467720190048218,0.1912,1963.171
14,0.23848930072784424,0.1208,1921.1474
15,0.24160262417793274,0.1514,1940.3958
16,0.2373621554851532,0.1262,1919.811
17,0.24845466175079345,0.2112,1977.0658
18,0.24703136620521546,0.2056,1964.4326
19,0.23976910743713378,0.141,1935.3766
20,0.2416935124874115,0.1474,1938.538
