block,m2,m4
1,0.14841914039850235,0.028172181303372866
2,0.15161754138246178,0.030198459040820375
3,0.14686331441402437,0.029271601476731645
4,0.18687248995453118,0.03832699536731684
5,0.06978277757838368,0.011893623510160063
6,0.10665520143657922,0.016709211305737465
7,0.1753818377479911,0.03545597945829777
8,0.203697114995867,0.044627029854365494
9,0.17154692927151918,0.03276575526841418
10,0.1685367673739791,0.03598997944642217
11,0.12346172772869468,0.025451931827716382
12,0.16751830954104663,0.031419899221161826
13,0.15114532219171525,0.029517839237576025
14,0.1446883875526488,0.028036352039941072
15,0.1040496097534895,0.017496712167122244
16,0.17101933430954813,0.03394637481008767
17,0.15236382641047239,0.028381889657262935
18,0.181975838624686,0.03977132110958011
19,0.1560348824314773,0.0294130958730001
20,0.1524800721295178,0.026915046684196604
21,0.20122255345135928,0.04299965084222435
22,0.1953673103712499,0.041477436626225224
23,0.16545299788489937,0.03408707445390901
24,0.14671075772717596,0.026329425925357343
25,0.21096894165128469,0.04691805154810243
26,0.16814237410500646,0.03207558673291003
27,0.12855832869037986,0.021282631613491653
28,0.19048884639441968,0.041486670508231085
29,0.11085618077293038,0.02007794627522786
30,0.20185399672463536,0.04352786402340583
31,0.19851114661619068,0.0427111167175677
32,0.20102970850393176,0.04419425395833779
33,0.1554825468674302,0.03152034680768353
34,0.11806889504641295,0.021678725198356553
35,0.15236313918828964,0.026683770996729094
36,0.17861360596641898,0.036324087634629645
37,0.2116605654872954,0.047453357461596866
38,0.130517300491035,0.02479915995074497
39,0.16099483195766806,0.030254183748308402
40,0.10034377691820263,0.017332760158428967
41,0.17793784455358982,0.03485191504729672
42,0.20714025899171828,0.04631861611160606
43,0.17466186152547597,0.03732580185640359
44,0.08488538749963045,0.014570247344628046
45,0.1671855327308178,0.032414240413505435
46,0.22012139839455486,0.05085259649542559
47,0.12214475424811244,0.020557184799178237
48,0.08405929449796677,0.01210645268944482
49,0.18428462177738547,0.0376467487766338
50,0.18801655767709016,0.0393501401821014
